"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"B001225","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B001225.json","William","Warren","Bradley",,"1943-07-28","M","D",,,,,"401709",,,"14702",,,"","",,,false,,,,"11",638,20,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:nj",,,,"NJ","2","","S132",3.13,80.81,19.19
"B000780","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000780.json","John","B.","Breaux",,"1944-03-01","M","D",,,,,"300012",,,"13056",,,"","",,,false,,,,"4",638,7,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:la",,,,"LA","3","","S179",1.1,80.67,19.33
"B000993","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000993.json","Richard","H.","Bryan",,"1937-07-16","M","D",,,,,"400557",,,"15701",,,"","",,,false,,,,"1",638,2,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:nv",,,,"NV","1","","S206",0.31,85.74,14.26
"B001057","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001057.json","Dale",,"Bumpers",,"1925-08-12","M","D",,,,,"402004",,,"14300",,,"","",,,false,,,,"15",638,10,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ar",,,,"AR","3","","S014",1.57,89.25,10.75
"B001077","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001077.json","Quentin","Northrup","Burdick",,"1908-06-19",,"D",,,,,"402023",,,"1252",,,"","",,,false,,,,"29",638,3,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:nd",,,,"ND","1","","S015",0.47,87.78,12.22
"B001126","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001126.json","Conrad",,"Burns",,"1935-01-25","M","R",,,,,"300015",,,"15702",,,"","",,,false,,,,"1",638,8,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:mt",,,,"MT","1","","S211",1.25,92.85,7.15
"B001210","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001210.json","Robert","C.","Byrd",,"1917-11-20","M","D",,,,,"300016",,,"1366",,"/m/06bss","","",,,false,,,,"31",638,0,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:wv",,,,"WV","1","","S017",0,81.83,18.17
"C000269","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000269.json","John","H.","Chafee",,"1922-10-22","M","R",,,,,"402412",,,"14500",,,"","",,,false,,,,"13",638,12,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ri",,,,"RI","1","","S116",1.88,77.09,22.91
"C000542","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000542.json","Daniel",,"Coats",,"1943-05-16","M","R",,"SenDanCoats","180671148633644","SenatorCoats","402675","6080",,"14806",,"/m/0jl26","","http://www.coats.senate.gov",,,false,,,,"1",638,21,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:in",,,,"IN","3","","S212",3.29,90.55,9.45
"C000567","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C000567.json","Thad",,"Cochran",,"1937-12-07","M","R",,"SenThadCochran",,"sencochran","300023","1200","53312","14009","N00003328","/m/01fmcd","","https://www.cochran.senate.gov",,,false,,,,"11",638,6,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ms",,,,"MS","2","","S136",0.94,90.13,9.87
"C000598","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C000598.json","William","Sebastian","Cohen",,"1940-08-28","M","R",,,,,"402727",,,"14010",,,"","",,,false,,,,"11",638,0,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:me",,,,"ME","2","","S137",0,72.07,27.93
"C000705","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000705.json","Kent",,"Conrad",,"1948-03-12","M","D",,,,"SenatorConrad","300026","2517",,"15501",,"/m/021fx2","","",,,false,,,,"3",638,1,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:nd",,,,"ND","3","","S201",0.16,79.59,20.41
"C000877","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000877.json","Alan",,"Cranston",,"1914-06-19",,"D",,,,,"402990",,,"12103",,,"","",,,false,,,,"21",638,8,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ca",,,,"CA","3","","S023",1.25,89.44,10.56
"D000018","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000018.json","Alfonse","M.","D'Amato",,"1937-08-01","M","R",,,,,"403142",,,"14900",,,"","",,,false,,,,"9",638,5,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ny",,,,"NY","3","","S147",0.78,78.16,21.84
"D000030","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/D000030.json","John","Claggett","Danforth",,"1936-09-05","M","R",,,,,"403171","103",,"14501",,,"","",,,false,,,,"13",638,7,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:mo",,,,"MO","1","","S108",1.1,83.5,16.5
"D000064","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000064.json","Thomas","A.","Daschle",,"1947-12-09","M","D",,,,,"300031",,,"14617",,,"","",,,false,,,,"3",638,6,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:sd",,,,"SD","3","","S185",0.94,91.39,8.61
"D000185","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/D000185.json","Dennis","Webster","DeConcini",,"1937-05-08","M","D",,,,,"403346",,,"14502",,,"","",,,false,,,,"13",638,11,2,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:az",,,,"AZ","1","","S102",1.72,82.32,17.68
"D000366","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000366.json","Alan","John","Dixon",,"1927-07-07",,"D",,,,,"403483",,,"14902",,,"","",,,false,,,,"9",638,0,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:il",,,,"IL","3","","S149",0,81.04,18.96
"D000388","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000388.json","Christopher","J.","Dodd",,"1944-05-27","M","D",,"SenChrisDodd",,"SenChrisDodd","300034",,,"14213",,"/m/01xcly","","",,,false,,,,"9",638,13,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ct",,,,"CT","3","","S150",2.04,90,10
"D000401","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000401.json","Robert","Joseph","Dole",,"1923-07-22","M","R",,,,,"403515",,,"10513",,,"","",,,false,,,,"21",638,2,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ks",,,,"KS","3","","S026",0.31,90.19,9.81
"D000407","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/D000407.json","Pete","V.","Domenici",,"1932-05-07","M","R",,,,,"300036",,,"14103",,,"","",,,false,,,,"17",638,27,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:nm",,,,"NM","2","","S027",4.23,84.64,15.36
"D000566","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/D000566.json","David","Ferdinand","Durenberger",,"1934-08-19","M","R",,,,,"403669",,,"14703",,,"","",,,false,,,,"11",638,24,1,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:mn",,,,"MN","1","","S133",3.76,75.42,24.58
"E000284","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/E000284.json","J. James",,"Exon",,"1921-08-09","M","D",,,,,"403962",,,"14704",,,"","",,,false,,,,"11",638,13,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ne",,,,"NE","2","","S129",2.04,76.61,23.39
"F000268","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/F000268.json","Wendell","H.","Ford",,"1924-09-08","M","D",,,,,"404219",,,"14302",,,"","",,,false,,,,"16",638,5,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ky",,,,"KY","3","","S033",0.78,81.21,18.79
"F000329","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/F000329.json","Wyche",,"Fowler",,"1940-10-06",,"D",,,,,"404277",,,"14467",,,"","",,,false,,,,"3",638,10,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ga",,,,"GA","3","","S183",1.57,86.36,13.64
"G000072","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/G000072.json","Edwin","Jacob","Garn",,"1932-10-12","M","R",,,,,"404444",,,"14303",,,"","",,,false,,,,"15",638,30,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ut",,,,"UT","3","","S034",4.7,90.24,9.76
"G000236","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/G000236.json","John","H.","Glenn","Jr.","1921-07-18","M","D",,,,,"404598",,,"14304",,,"","",,,false,,,,"15",638,6,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:oh",,,,"OH","3","","S035",0.94,87.08,12.92
"G000321","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/G000321.json","Albert","Arnold","Gore",,"1948-03-31","M","D",,,,,"404679",,,"14423",,,"","",,,false,,,,"5",638,34,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:tn",,,,"TN","2","","S170",5.33,92.15,7.85
"G000333","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/G000333.json","Slade",,"Gorton",,"1928-01-08","M","R",,,,,"400559",,,"14905",,,"","",,,false,,,,"7",638,0,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:wa",,,,"WA","1","","S152",0,88.28,11.72
"G000352","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/G000352.json","Bob",,"Graham",,"1936-11-09","M","D",,,,,"300046",,,"15502",,,"","",,,false,,,,"3",638,3,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:fl",,,,"FL","3","","S199",0.47,83.65,16.35
"G000365","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/G000365.json","Phil",,"Gramm",,"1942-07-08","M","R",,,,,"300159",,,"14628",,,"","",,,false,,,,"5",638,23,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:tx",,,,"TX","2","","S171",3.61,89.85,10.15
"G000386","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/G000386.json","Charles","E.","Grassley",,"1933-09-17","M","R",,"ChuckGrassley","grassley","senchuckgrassley","300048","1167","53293","14226","N00001758","/m/020ymy","","https://www.grassley.senate.gov","https://www.grassley.senate.gov/?q=rss.xml",,false,,,,"9",638,1,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ia",,,,"IA","3","","S153",0.16,86.5,13.5
"H000206","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/H000206.json","Tom",,"Harkin",,"1939-11-19","M","D",,"SenatorHarkin","tomharkin","SenatorTomHarkin","300051","2005",,"14230",,"/m/020ynq","","http://www.harkin.senate.gov",,,false,,,,"5",638,7,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ia",,,,"IA","2","","S172",1.1,81.5,18.5
"H000338","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/H000338.json","Orrin","G.","Hatch",,"1934-03-22","M","R",,"SenOrrinHatch","senatororrinhatch","SenatorOrrinHatch","300052","189","53352","14503","N00009869","/m/016mj4","","https://www.hatch.senate.gov","https://www.hatch.senate.gov/public/index.cfm/rss/feed",,false,,,,"13",638,7,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ut",,,,"UT","1","","S118",1.1,88.15,11.85
"H000343","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/H000343.json","Mark","Odom","Hatfield",,"1922-07-12","M","R",,,,,"405212",,,"11203",,,"","",,,false,,,,"23",638,44,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:or",,,,"OR","2","","S044",6.9,62.37,37.63
"H000445","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/H000445.json","Howell","Thomas","Heflin",,"1921-06-19","M","D",,,,,"405310",,,"14705",,,"","",,,false,,,,"11",638,2,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:al",,,,"AL","2","","S130",0.31,68.3,31.7
"H000456","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/H000456.json","Henry","John","Heinz",,"1938-10-23","M","R",,,,,"405321",,,"13050",,,"","",,,false,,,,"13",638,8,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:pa",,,,"PA","1","","S115",1.25,74.96,25.04
"H000463","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/H000463.json","Jesse",,"Helms",,"1921-10-18","M","R",,,,,"300154",,,"14105",,,"","",,,false,,,,"17",638,7,1,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:nc",,,,"NC","2","","S046",1.1,79.22,20.78
"H000725","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/H000725.json","Ernest","F.","Hollings",,"1922-01-01","M","D",,,,,"300053",,,"11204",,,"","",,,false,,,,"23",638,0,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:sc",,,,"SC","3","","S047",0,79.78,20.22
"H000951","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/H000951.json","Gordon","John","Humphrey",,"1940-10-09",,"R",,,,,"405795",,,"14706",,,"","",,,false,,,,"11",638,24,1,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:nh",,,,"NH","2","","S138",3.76,80,20
"I000025","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/I000025.json","Daniel","K.","Inouye",,"1924-09-07","M","D",,"daniel_inouye",,,"300056","2568",,"4812",,"/m/021sv1","","",,,false,,,,"27",638,17,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:hi",,,,"HI","3","","S051",2.66,88.15,11.85
"J000072","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/J000072.json","James","M.","Jeffords",,"1934-05-11","M","R",,,,,"300057",,,"14240",,,"","",,,false,,,,"1",638,45,2,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:vt",,,,"VT","1","","S204",7.05,66.72,33.28
"J000189","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/J000189.json","John","Bennett","Johnston",,"1932-06-10","M","D",,,,,"406084",,,"14107",,,"","",,,false,,,,"17",638,20,1,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:la",,,,"LA","2","","S054",3.13,80.91,19.09
"K000017","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/K000017.json","Nancy","Landon","Kassebaum",,"1932-07-29","F","R",,,,,"406188",,,"14708",,,"","",,,false,,,,"11",638,10,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ks",,,,"KS","2","","S140",1.57,82.74,17.26
"K000019","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/K000019.json","Robert","Walter","Kasten",,"1942-06-19","M","R",,,,,"406190",,,"14242",,,"","",,,false,,,,"9",638,1,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:wi",,,,"WI","3","","S155",0.16,87.94,12.06
"K000105","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/K000105.json","Edward","M.","Kennedy",,"1932-02-22","M","D",,,,,"300059",,,"10808",,,"","",,,false,,,,"27",638,20,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ma",,,,"MA","1","","S055",3.13,89.07,10.93
"K000146","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/K000146.json","J. Robert",,"Kerrey",,"1943-08-27","M","D",,,,,"400561",,,"15703",,,"","",,,false,,,,"1",638,2,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ne",,,,"NE","1","","S208",0.31,87.8,12.2
"K000148","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/K000148.json","John",,"Kerry",,"1943-12-11","M","D",,,,"senatorkerry","300060","1485",,"15300",,"/m/0d3qd0","","",,,false,,,,"5",638,13,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ma",,,,"MA","2","","S173",2.04,85.16,14.84
"K000305","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/K000305.json","Herb",,"Kohl",,"1935-02-07","M","D",,,,"SenatorKohl","300061","4030",,"15704",,"/m/04fy4q","","",,,false,,,,"1",638,4,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:wi",,,,"WI","1","","S209",0.63,87.44,12.56
"L000123","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/L000123.json","Frank","R.","Lautenberg",,"1924-01-23","M","D",,"franklautenberg","franklautenberg",,"300064","2515",,"14914",,"/m/01wsvs","","http://www.lautenberg.senate.gov/",,,false,,,,"7",638,5,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:nj",,,,"NJ","1","","S166",0.78,86.78,13.22
"L000174","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/L000174.json","Patrick","J.","Leahy",,"1940-03-31","M","D",,"SenatorLeahy","SenatorPatrickLeahy","SenatorPatrickLeahy","300065","1552","53353","14307","N00009918","/m/0202kf","","https://www.leahy.senate.gov",,,false,,,,"15",638,1,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:vt",,,,"VT","3","","S057",0.16,90.35,9.65
"L000261","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/L000261.json","Carl",,"Levin",,"1934-06-28","M","D",,"SenCarlLevin","carllevin","SenCarlLevin","300066","2592",,"14709",,"/m/01xh6j","","http://www.levin.senate.gov",,,false,,,,"11",638,6,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:mi",,,,"MI","2","","S131",0.94,84.85,15.15
"L000304","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/L000304.json","Joseph","I.","Lieberman",,"1942-02-24","M","D",,"JoeLieberman",,"SenatorJoeLieberman","300067","4363",,"15705",,"/m/0jw5r","","",,,false,,,,"1",638,4,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ct",,,,"CT","1","","S210",0.63,85.53,14.47
"L000447","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/L000447.json","Trent",,"Lott",,"1941-10-09","M","R",,,,,"300069","1886",,"14031",,,"","",,,false,,,,"1",638,28,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ms",,,,"MS","1","","S203",4.39,87.75,12.25
"L000504","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/L000504.json","Richard","G.","Lugar",,"1932-04-04","M","R",,"senatorlugar",,"senatorlugar","300070","255",,"14506",,"/m/01d_bx","","",,,false,,,,"13",638,14,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:in",,,,"IN","1","","S105",2.19,90.34,9.66
"M000019","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M000019.json","Connie",,"Mack",,"1940-10-29","M","R",,,,,"400562",,,"15037",,,"","",,,false,,,,"1",638,15,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:fl",,,,"FL","1","","S205",2.35,87.01,12.99
"M000250","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M000250.json","Spark","Masayuki","Matsunaga",,"1916-10-08",,"D",,,,,"407268",,,"10605",,,"","",,,false,,,,"13",369,124,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:hi",,,,"HI","1","","S104",33.6,88.84,11.16
"M000303","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M000303.json","John",,"McCain",,"1936-08-29","M","R",,"SenJohnMcCain","johnmccain","SenatorJohnMcCain","300071","7476","53270","15039","N00006424","/m/0bymv","","https://www.mccain.senate.gov","https://www.mccain.senate.gov/public/?a=rss.feed",,false,,,,"3",638,18,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:az",,,,"AZ","3","","S197",2.82,88.96,11.04
"M000346","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/M000346.json","James","Albertus","McClure",,"1924-12-27","M","R",,,,,"407355",,,"11029",,,"","",,,false,,,,"17",638,15,2,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:id",,,,"ID","2","","S063",2.35,84.89,15.11
"M000355","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/M000355.json","Mitch",,"McConnell",,"1942-02-20","M","R",,"McConnellPress","mitchmcconnell",,"300072","2351","53298","14921","N00003389","/m/01z6ls","","https://www.mcconnell.senate.gov","https://www.mcconnell.senate.gov/public/?a=RSS.Feed",,false,,,,"5",638,4,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ky",,,,"KY","2","","S174",0.63,90.15,9.85
"M000678","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M000678.json","Howard","Morton","Metzenbaum",,"1917-06-04","M","D",,,,,"407663",,,"14073",,,"","",,,false,,,,"14",638,13,1,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:oh",,,,"OH","1","","S114",2.04,83.06,16.94
"M000702","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M000702.json","Barbara","A.","Mikulski",,"1936-07-20","F","D",,"SenatorBarb","SenatorMikulski","senatormikulski","300073","1396",,"14440",,"/m/0206nm","","https://www.mikulski.senate.gov",,,false,,,,"3",638,18,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:md",,,,"MD","3","","S182",2.82,90.73,9.27
"M000811","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M000811.json","George","John","Mitchell",,"1933-08-20","M","D",,,,,"407786",,,"14713",,,"","",,,false,,,,"9",638,0,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:me",,,,"ME","1","","S144",0,90.05,9.95
"M001054","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M001054.json","Daniel","Patrick","Moynihan",,"1927-03-16","M","D",,,,,"400563",,,"14508",,,"","",,,false,,,,"13",638,10,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ny",,,,"NY","1","","S113",1.57,87.32,12.68
"M001085","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M001085.json","Frank","H.","Murkowski",,"1933-03-28","M","R",,,,,"300150",,,"14908",,,"","",,,false,,,,"9",638,21,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ak",,,,"AK","3","","S157",3.29,90.22,9.78
"N000102","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/N000102.json","Don",,"Nickles",,"1948-12-06","M","R",,,,,"300079",,,"14909",,,"","",,,false,,,,"9",638,9,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ok",,,,"OK","3","","S158",1.41,89.9,10.1
"N000171","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/N000171.json","Samuel","Augustus","Nunn",,"1938-09-08","M","D",,,,,"408252",,,"14108",,,"","",,,false,,,,"17",638,11,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ga",,,,"GA","2","","S074",1.72,84.24,15.76
