"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"B000944","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000944.json","Sherrod",,"Brown",,"1952-11-09","M","D",,"SenSherrodBrown","SenatorSherrodBrown","SherrodBrownOhio","400050","5051","27018","29389","N00003535","/m/034s80","S6OH00163","https://www.brown.senate.gov",,,false,,-0.438,,"9","2018",502,11,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:oh",,,,"OH","1","","S307",2.19,95.23,4.77
"B001135","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001135.json","Richard","M.","Burr",,"1955-11-30","M","R",,"SenatorBurr","SenatorRichardBurr","SenatorRichardBurr","400054","31054","21787","29548","N00002221","/m/03g_s9","H2NC05074","https://www.burr.senate.gov",,,false,,0.453,,"11","2016",502,3,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:nc",,,,"NC","3","","S300",0.6,93.09,6.91
"C000127","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000127.json","Maria",,"Cantwell",,"1958-10-13","F","D",,"SenatorCantwell","senatorcantwell","SenatorCantwell","300018","26137","27122","39310","N00007836","/m/01x68t","H2WA01054","https://www.cantwell.senate.gov",,,false,,-0.292,,"15","2018",502,0,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:wa",,,,"WA","1","","S275",0,95.33,4.67
"C001047","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C001047.json","Shelley","Moore","Capito",,"1953-11-26","F","R",,"SenCapito","senshelley",,"400061","83737","11701","20146","N00009771","/m/024pwq","S4WV00159","https://www.capito.senate.gov",,,false,,0.26,,"1","2020",502,4,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:wv",,,,"WV","2","","S372",0.8,90.18,9.82
"C000141","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000141.json","Benjamin","L.","Cardin",,"1943-10-05","M","D",,"SenatorCardin","senatorbencardin","senatorcardin","400064","4004","26888","15408","N00001955","/m/025k3k","S6MD03177","https://www.cardin.senate.gov",,,false,,-0.327,,"9","2018",502,0,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:md",,,,"MD","1","","S308",0,97.57,2.43
"C000174","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000174.json","Thomas","R.","Carper",,"1947-01-23","M","D",,"SenatorCarper","tomcarper","senatorcarper","300019","663","22421","15015","N00012508","/m/01xw7t","S8DE00079","https://www.carper.senate.gov/public","https://www.carper.senate.gov/public/?a=RSS.Feed",,false,,-0.173,,"15","2018",502,13,0,"2019-11-18 02:30:22 -0500","ocd-division/country:us/state:de",,,,"DE","1","","S277",2.59,91.06,8.94
"C001070","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C001070.json","Bob",,"Casey",,"1960-04-13","M","D",,"SenBobCasey","SenatorBobCasey","SenatorBobCasey","412246","47036","2541","40703","N00027503","/m/047ymw","S6PA00217","https://www.casey.senate.gov","https://www.casey.senate.gov/rss/feeds/?all",,false,,-0.302,,"9","2018",502,5,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:pa",,,,"PA","1","","S309",1,93.44,6.56
"C001075","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C001075.json","Bill",,"Cassidy",,"1957-09-28","M","R",,,,"SenatorBillCassidy","412269","1030546","69494","20919","N00030245","/m/0286t7r","S4LA00107","https://www.cassidy.senate.gov",,,false,,0.452,,"1","2020",502,6,0,"2019-11-18 02:30:24 -0500","ocd-division/country:us/state:la",,,,"LA","2","","S373",1.2,94.66,5.34
"C000542","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000542.json","Daniel",,"Coats",,"1943-05-16","M","R",,"SenDanCoats","180671148633644","SenatorCoats","402675","6080",,"14806",,"/m/0jl26","S0IN00053","http://www.coats.senate.gov",,,false,,0.375,,"5","2016",502,15,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:in",,,,"IN","3","","S212",2.99,92.47,7.53
"C000567","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C000567.json","Thad",,"Cochran",,"1937-12-07","M","R",,"SenThadCochran",,"sencochran","300023","1200","53312","14009","N00003328","/m/01fmcd","S8MS00055","https://www.cochran.senate.gov",,,false,,0.287,,"37","2020",502,8,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:ms",,,,"MS","2","","S136",1.59,91.36,8.64
"C001035","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C001035.json","Susan",,"Collins",,"1952-12-07","F","R",,"SenatorCollins","susancollins","SenatorSusanCollins","300025","45738","379","49703","N00000491","/m/020y8m","S6ME00159","https://www.collins.senate.gov","https://www.collins.senate.gov/?q=rss.xml",,false,,0.109,,"19","2020",502,0,0,"2019-11-18 02:30:22 -0500","ocd-division/country:us/state:me",,,,"ME","2","","S252",0,75.25,24.75
"C001088","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C001088.json","Christopher","A.","Coons",,"1963-09-09","M","D",,"ChrisCoons","senatorchriscoons","senatorchriscoons","412390","9269028","122834","40916","N00031820","/m/082d3d","S0DE00092","https://www.coons.senate.gov",,,false,,-0.247,,"7","2020",502,18,0,"2019-11-18 02:30:22 -0500","ocd-division/country:us/state:de",,,,"DE","2","","S337",3.59,96.45,3.55
"C001071","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C001071.json","Bob",,"Corker",,"1952-08-24","M","R",,"SenBobCorker","bobcorker","senatorcorker","412248","1021114","65905","40705","N00027441","/m/0d9fz3","S4TN00187","https://www.corker.senate.gov",,,false,,0.395,,"9","2018",502,14,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:tn",,,,"TN","1","","S310",2.79,89.58,10.42
"C001056","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C001056.json","John",,"Cornyn",,"1952-02-02","M","R",,"JohnCornyn","sen.johncornyn","senjohncornyn","300027","93131","15375","40305","N00024852","/m/01xcqs","S2TX00106","https://www.cornyn.senate.gov",,,false,,0.496,,"13","2020",502,9,0,"2019-11-18 02:30:20 -0500","ocd-division/country:us/state:tx",,,,"TX","2","","S287",1.79,94.21,5.79
"C001095","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C001095.json","Tom",,"Cotton",,"1977-05-13","M","R",,"SenTomCotton","SenatorTomCotton","RepTomCotton","412508","63928","135651","21301","N00033363","/m/02g3ds","S4AR00103","https://www.cotton.senate.gov",,,false,,0.611,,"1","2020",502,14,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:ar",,,,"AR","2","","S374",2.79,92.69,7.31
"C000880","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000880.json","Michael","D.","Crapo",,"1951-05-20","M","R",,"MikeCrapo","mikecrapo","senatorcrapo","300030","26440","26830","29345","N00006267","/m/021pgp","H2ID02034","https://www.crapo.senate.gov",,,false,,0.508,,"17","2016",502,11,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:id",,,,"ID","3","","S266",2.19,90.68,9.32
"C001098","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C001098.json","Ted",,"Cruz",,"1970-12-22","M","R",,"SenTedCruz","SenatorTedCruz","sentedcruz","412573","1019953","135705","41304","N00033085","/m/07j6ty","S2TX00312","https://www.cruz.senate.gov","https://www.cruz.senate.gov/rss/",,false,,0.836,,"3","2018",502,162,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:tx",,,,"TX","1","","S355",32.27,80.65,19.35
"D000618","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/D000618.json","Steve",,"Daines",,"1962-08-20","M","R",,"SteveDaines","SteveDainesMT","SteveDainesMT","412549","1034037","135720","21338","N00033054","/m/03qlc5t","S2MT00096","https://www.daines.senate.gov",,,false,,0.543,,"1","2020",502,0,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:mt",,,,"MT","2","","S375",0,90.87,9.13
"D000607","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/D000607.json","Joe",,"Donnelly",,"1955-09-28","M","D",,"SenDonnelly","senatordonnelly","sendonnelly","412205","1012000","34212","20717","N00026586","/m/0gmx64","S2IN00091","https://www.donnelly.senate.gov",,,false,,-0.119,,"3","2018",502,4,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:in",,,,"IN","1","","S356",0.8,80.16,19.84
"D000563","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/D000563.json","Richard","J.","Durbin",,"1944-11-21","M","D",,"SenatorDurbin","SenatorDurbin","SenatorDurbin","300038","6741","26847","15021","N00004981","/m/01xcd1","H2IL20026","https://www.durbin.senate.gov",,,false,,-0.362,,"19","2020",502,11,0,"2019-11-18 02:30:23 -0500","ocd-division/country:us/state:il",,,,"IL","2","","S253",2.19,97.52,2.48
"E000285","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/E000285.json","Michael","B.","Enzi",,"1944-02-01","M","R",,"SenatorEnzi","mikeenzi","senatorenzi","300041","45824","558","49706","N00006249","/m/021ph1","S6WY00126","https://www.enzi.senate.gov","https://www.enzi.senate.gov/public/?a=rss.feed",,false,,0.539,,"19","2020",502,17,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:wy",,,,"WY","2","","S254",3.39,93.5,6.5
"E000295","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/E000295.json","Joni",,"Ernst",,"1970-07-01","F","R",,"SenJoniErnst","senjoniernst",,"412667","75342","128583","41502","N00035483","/m/0gg4wkg","S4IA00129","https://www.ernst.senate.gov/public","https://www.ernst.senate.gov/public/?a=rss.feed",,false,,0.517,,"1","2020",502,0,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:ia",,,,"IA","2","","S376",0,95.13,4.87
"F000062","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/F000062.json","Dianne",,"Feinstein",,"1933-06-22","F","D",,"SenFeinstein","senatorfeinstein","SenatorFeinstein","300043","13061","53273","49300","N00007364","/m/01gqws","S0CA00199","https://www.feinstein.senate.gov","https://www.feinstein.senate.gov/public/?a=rss.feed",,false,,-0.267,,"23","2018",502,13,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:ca",,,,"CA","1","","S221",2.59,94.17,5.83
"F000463","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/F000463.json","Deb",,"Fischer",,"1951-03-01","F","R",,"SenatorFischer","senatordebfischer","senatordebfischer","412556","1034067","41963","41302","N00033443","/m/0c4cp0","S2NE00094","https://www.fischer.senate.gov",,,false,,0.471,,"3","2018",502,0,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:ne",,,,"NE","1","","S357",0,96.15,3.85
"F000444","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/F000444.json","Jeff",,"Flake",,"1962-12-31","M","R",,"JeffFlake","senatorjeffflake","flakeoffice","400134","87582","28128","20100","N00009573","/m/024p7j","S2AZ00141","https://www.flake.senate.gov/public",,,false,,0.855,,"3","2018",502,21,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:az",,,,"AZ","1","","S358",4.18,86.89,13.11
"F000457","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/F000457.json","Al",,"Franken",,"1951-05-21","M","D",,"SenFranken","senatoralfranken","SenatorFranken","412378","23334","108924","40904","N00029016","/m/01lct6","S8MN00438","https://www.franken.senate.gov/","https://www.franken.senate.gov/rss/",,false,,-0.4,,"7","2020",502,14,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:mn",,,,"MN","2","","S332",2.79,96.66,3.34
"G000562","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/G000562.json","Cory",,"Gardner",,"1974-08-22","M","R",,"SenCoryGardner","SenCoryGardner",,"412406","623308","30004","21112","N00030780","/m/0czd33q","S4CO00395","https://www.gardner.senate.gov",,,false,,0.456,,"1","2020",502,11,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:co",,,,"CO","2","","S377",2.19,91.29,8.71
"G000555","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/G000555.json","Kirsten","E.","Gillibrand",,"1966-12-09","F","D",,"GillibrandNY","SenKirstenGillibrand","KirstenEGillibrand","412223","1022862","65147","20735","N00027658","/m/0gnfc4","S0NY00410","https://www.gillibrand.senate.gov",,,false,,-0.398,,"7","2018",502,2,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:ny",,,,"NY","1","","S331",0.4,95.53,4.47
"G000359","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/G000359.json","Lindsey",,"Graham",,"1955-07-09","M","R",,"GrahamBlog","USSenatorLindseyGraham","USSenLindseyGraham","300047","36782","21992","29566","N00009975","/m/01_pdg","H4SC03087","https://www.lgraham.senate.gov/public","https://www.lgraham.senate.gov/public/?a=rss.feed",,false,,0.408,,"13","2020",502,123,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:sc",,,,"SC","2","","S293",24.5,85.44,14.56
"G000386","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/G000386.json","Charles","E.","Grassley",,"1933-09-17","M","R",,"ChuckGrassley","grassley","senchuckgrassley","300048","1167","53293","14226","N00001758","/m/020ymy","S0IA00028","https://www.grassley.senate.gov","https://www.grassley.senate.gov/?q=rss.xml",,false,,0.342,,"35","2016",502,0,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:ia",,,,"IA","3","","S153",0,94.12,5.88
"H000338","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/H000338.json","Orrin","G.","Hatch",,"1934-03-22","M","R",,"SenOrrinHatch","senatororrinhatch","SenatorOrrinHatch","300052","189","53352","14503","N00009869","/m/016mj4","P00003806","https://www.hatch.senate.gov","https://www.hatch.senate.gov/public/index.cfm/rss/feed",,false,,0.382,,"39","2018",502,3,1,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:ut",,,,"UT","1","","S118",0.6,92.45,7.55
"H001046","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/H001046.json","Martin",,"Heinrich",,"1971-10-17","M","D",,"MartinHeinrich","MartinHeinrich","SenMartinHeinrich","412281","1030686","74517","20930","N00029835","/m/02qkv0r","S2NM00088","https://www.heinrich.senate.gov",,,false,,-0.297,,"3","2018",502,3,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:nm",,,,"NM","1","","S359",0.6,96.33,3.67
"H001069","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/H001069.json","Heidi",,"Heitkamp",,"1955-10-30","F","D",,"SenatorHeitkamp","SenatorHeidiHeitkamp","senatorheidiheitkamp","412554","95414","41716","41303","N00033782","/m/02f501","S2ND00099","https://www.heitkamp.senate.gov/public",,,false,,-0.122,,"3","2018",502,2,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:nd",,,,"ND","1","","S360",0.4,80.04,19.96
"H001041","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/H001041.json","Dean",,"Heller",,"1960-05-10","M","R",,"SenDeanHeller","SenDeanHeller","SenDeanHeller","412218","1012368","2291","20730","N00027522","/m/0g92xz","S2NV00183","https://www.heller.senate.gov/public",,,false,,0.464,,"5","2018",502,15,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:nv",,,,"NV","1","","S352",2.99,82.01,17.99
"H001042","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/H001042.json","Mazie","K.","Hirono",,"1947-11-03","F","D",,"MazieHirono","senatorhirono","CongresswomanHirono","412200","91216","1677","20713","N00028139","/m/0357cd","S2HI00106","https://www.hirono.senate.gov","https://www.hirono.senate.gov/rss/feeds/",,false,,-0.489,,"3","2018",502,1,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:hi",,,,"HI","1","","S361",0.2,98.17,1.83
"H001061","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/H001061.json","John",,"Hoeven",,"1957-03-13","M","R",,"SenJohnHoeven","SenatorJohnHoeven","senatorjohnhoevennd","412494","85233","41788","41107","N00031688","/m/01qb45","S0ND00093","https://www.hoeven.senate.gov",,,false,,0.34,,"5","2016",502,6,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:nd",,,,"ND","3","","S344",1.2,94.05,5.95
"I000024","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/I000024.json","James","M.","Inhofe",,"1934-11-17","M","R",,"InhofePress","jiminhofe","jiminhofepressoffice","300055","5619","27027","15424","N00005582","/m/021kpl","H6OK01102","https://www.inhofe.senate.gov",,,false,,0.552,,"23","2020",502,13,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:ok",,,,"OK","2","","S236",2.59,94.8,5.2
"I000055","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/I000055.json","Johnny",,"Isakson",,"1944-12-28","M","R",,"SenatorIsakson",,"SenatorIsakson","400194","59135","1721","29909","N00002593","/m/02556q","H8GA06146","https://www.isakson.senate.gov","https://www.isakson.senate.gov/public/?a=RSS.Feed",,false,,0.403,,"11","2016",502,6,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:ga",,,,"GA","3","","S305",1.2,94.46,5.54
"J000293","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/J000293.json","Ron",,"Johnson",,"1955-04-08","M","R",,"SenRonJohnson","senronjohnson","SenatorRonJohnson","412496","62835","126217","41111","N00032546","/m/0cmdpzc","S0WI00197","https://www.ronjohnson.senate.gov","https://www.ronjohnson.senate.gov/public/?a=rss.feed",,false,,0.6,,"5","2016",502,16,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:wi",,,,"WI","3","","S345",3.19,94.34,5.66
"K000384","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/K000384.json","Tim",,"Kaine",,"1958-02-26","M","D",,,"SenatorKaine","SenatorTimKaine","412582","49219","50772","41305","N00033177","/m/053f8h","S2VA00142","https://www.kaine.senate.gov","https://www.kaine.senate.gov/rss/feeds/",,false,,-0.234,,"3","2018",502,16,0,"2019-11-18 02:30:20 -0500","ocd-division/country:us/state:va",,,,"VA","1","","S362",3.19,93.1,6.9
"K000383","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/K000383.json","Angus",,"King",,"1944-03-31","M","ID",,"SenAngusKing","SenatorAngusSKingJr","SenatorAngusKing","412545","37413","22381","41300","N00034580","/m/02hfx0","S2ME00109","https://www.king.senate.gov",,,false,,-0.15,,"3","2018",502,11,0,"2019-11-18 02:30:22 -0500","ocd-division/country:us/state:me",,,,"ME","1","","S363",2.19,90.04,9.96
"K000360","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/K000360.json","Mark","Steven","Kirk",,"1959-09-15","M","R",,"SenatorKirk","SenatorKirk","SenatorKirk","400222","85221",,"20115",,"/m/0256rr","S0IL00261","https://www.kirk.senate.gov",,,false,,0.274,,"7","2016",502,31,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:il",,,,"IL","3","","S339",6.18,78.57,21.43
"K000367","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/K000367.json","Amy",,"Klobuchar",,"1960-05-25","F","D",,"SenAmyKlobuchar",,"senatorklobuchar","412242","83701","65092","40700","N00027500","/m/05fbpt","S6MN00267","https://www.klobuchar.senate.gov",,,false,,-0.244,,"9","2018",502,8,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:mn",,,,"MN","1","","S311",1.59,95.88,4.12
"L000575","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/L000575.json","James",,"Lankford",,"1968-03-04","M","R",,"SenatorLankford","SenatorLankford","SenatorLankford","412464","1033847","124938","21166","N00031129","/m/0dgrrx6","S4OK00232","https://www.lankford.senate.gov",,,false,,0.572,,"1","2020",502,1,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:ok",,,,"OK","3","","S378",0.2,89.43,10.57
"L000174","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/L000174.json","Patrick","J.","Leahy",,"1940-03-31","M","D",,"SenatorLeahy","SenatorPatrickLeahy","SenatorPatrickLeahy","300065","1552","53353","14307","N00009918","/m/0202kf","S4VT00017","https://www.leahy.senate.gov",,,false,,-0.371,,"41","2016",502,8,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:vt",,,,"VT","3","","S057",1.59,96.91,3.09
"L000577","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/L000577.json","Mike",,"Lee",,"1971-06-04","M","R",,"SenMikeLee","senatormikelee","senatormikelee","412495","9267977","66395","41110","N00031696","/m/09v5q9x","S0UT00165","https://www.lee.senate.gov/public","https://www.lee.senate.gov/public/?a=rss.feed",,false,,0.924,,"5","2016",502,36,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:ut",,,,"UT","3","","S346",7.17,74.89,25.11
"M001183","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M001183.json","Joe",,"Manchin","III","1947-08-24","M","D",,"Sen_JoeManchin","JoeManchinIII","SenatorJoeManchin","412391","62864","7547","40915","N00032838","/m/04lc5t","S0WV00090","https://www.manchin.senate.gov",,,false,,-0.058,,"7","2018",502,9,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:wv",,,,"WV","1","","S338",1.79,72.31,27.69
"M000133","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/M000133.json","Edward","J.","Markey",,"1946-07-11","M","D",,"SenMarkey","EdJMarkey","RepMarkey","400253","260","26900","14435","N00000270","/m/028vr4","S4MA00028","https://www.markey.senate.gov",,,false,,-0.503,,"3","2020",502,8,0,"2019-10-07 08:14:40 -0400","ocd-division/country:us/state:ma",,,,"MA","2","","S369",1.59,94.05,5.95
