"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id"
"D000414","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000414.json","Forrest","C.","Donnell",,"1884-08-20",,"R",,,,,"403527",,,"2656",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:31 -0400","ocd-division/country:us/state:mo",,,,"MO","3","",""
"D000469","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000469.json","Sheridan",,"Downey",,"1884-03-11",,"D",,,,,"403579",,,"2702",,,"","",,,false,,,,"9",,,,"2013-04-12 20:11:31 -0400","ocd-division/country:us/state:ca",,,,"CA","3","",""
"D000585","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/D000585.json","Henry","Clarence","Dworshak",,"1894-08-29","M","R",,,,,"403688",,,"2803",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:40 -0400","ocd-division/country:us/state:id",,,,"ID","2","",""
"E000018","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/E000018.json","James","Oliver","Eastland",,"1904-11-28","M","D",,,,,"403714",,,"2822",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:47 -0400","ocd-division/country:us/state:ms",,,,"MS","2","",""
"E000037","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/E000037.json","Zales","Nelson","Ecton",,"1898-04-01",,"R",,,,,"403732",,,"2838",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:32 -0400","ocd-division/country:us/state:mt",,,,"MT","1","",""
"E000112","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/E000112.json","Allen","Joseph","Ellender",,"1890-09-24",,"D",,,,,"403803",,,"2901",,,"","",,,false,,,,"11",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:la",,,,"LA","2","",""
"F000057","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/F000057.json","William","Crosson","Feazel",,"1895-06-10","M","D",,,,,"404017",,,"3090",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:33 -0400","ocd-division/country:us/state:la",,,,"LA","3","",""
"F000081","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/F000081.json","Homer","Samuel","Ferguson",,"1889-02-25","M","R",,,,,"404039",,,"3110",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:34 -0400","ocd-division/country:us/state:mi",,,,"MI","2","",""
"F000190","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/F000190.json","Ralph","Edward","Flanders",,"1880-09-28","M","R",,,,,"404145",,,"3206",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:vt",,,,"VT","1","",""
"F000401","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/F000401.json","James","William","Fulbright",,"1905-04-09","M","D",,,,,"404343",,,"3388",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:ar",,,,"AR","3","",""
"G000131","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/G000131.json","Walter","Franklin","George",,"1878-01-29","M","D",,,,,"404501",,,"3536",,,"","",,,false,,,,"25",,,,"2013-04-12 20:11:35 -0400","ocd-division/country:us/state:ga",,,,"GA","3","",""
"G000418","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/G000418.json","Theodore","Francis","Green",,"1867-10-02","M","D",,,,,"404766",,,"3783",,,"","",,,false,,,,"11",,,,"2013-04-12 20:11:37 -0400","ocd-division/country:us/state:ri",,,,"RI","2","",""
"G000532","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/G000532.json","John","Chandler","Gurney",,"1896-05-21","M","R",,,,,"404877",,,"3882",,,"","",,,false,,,,"9",,,,"2013-04-12 20:11:31 -0400","ocd-division/country:us/state:sd",,,,"SD","3","",""
"H000334","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/H000334.json","Carl","Atwood","Hatch",,"1889-11-27","M","D",,,,,"405204",,,"4184",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:29 -0400","ocd-division/country:us/state:nm",,,,"NM","2","",""
"H000365","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/H000365.json","Albert","Wahl","Hawkes",,"1878-11-20","M","R",,,,,"405234",,,"4210",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:29 -0400","ocd-division/country:us/state:nj",,,,"NJ","2","",""
"H000385","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/H000385.json","Carl","Trumbull","Hayden",,"1877-10-02","M","D",,,,,"405253",,,"4227",,,"","",,,false,,,,"20",,,,"2013-04-12 20:11:42 -0400","ocd-division/country:us/state:az",,,,"AZ","3","",""
"H000559","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/H000559.json","Bourke","Blakemore","Hickenlooper",,"1896-07-21",,"R",,,,,"405421",,,"4382",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:42 -0400","ocd-division/country:us/state:ia",,,,"IA","3","",""
"H000598","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/H000598.json","Joseph","Lister","Hill",,"1894-12-29","M","D",,,,,"405460",,,"4418",,,"","",,,false,,,,"9",,,,"2013-04-12 20:11:42 -0400","ocd-division/country:us/state:al",,,,"AL","3","",""
"H000679","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/H000679.json","Clyde","Roark","Hoey",,"1877-12-11",,"D",,,,,"405532",,,"4483",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:35 -0400","ocd-division/country:us/state:nc",,,,"NC","3","",""
"H000720","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/H000720.json","Spessard","Lindsey","Holland",,"1892-07-10",,"D",,,,,"405572",,,"4520",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:43 -0400","ocd-division/country:us/state:fl",,,,"FL","1","",""
"I000050","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/I000050.json","Irving","McNeil","Ives",,"1896-01-24",,"R",,,,,"405905",,,"4834",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:ny",,,,"NY","1","",""
"J000093","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/J000093.json","William","Ezra","Jenner",,"1908-07-21","M","R",,,,,"405995",,,"4922",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:in",,,,"IN","1","",""
"J000127","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/J000127.json","Edwin","Carl","Johnson",,"1884-01-01","M","D",,,,,"406026",,,"4949",,,"","",,,false,,,,"11",,,,"2013-04-12 20:11:34 -0400","ocd-division/country:us/state:co",,,,"CO","2","",""
"J000195","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/J000195.json","Olin","DeWitt Talmadge","Johnston",,"1896-11-18",,"D",,,,,"406090",,,"5009",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:42 -0400","ocd-division/country:us/state:sc",,,,"SC","3","",""
"K000082","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/K000082.json","James","Preston","Kem",,"1890-04-02","M","R",,,,,"406251",,,"5158",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:33 -0400","ocd-division/country:us/state:mo",,,,"MO","1","",""
"K000176","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/K000176.json","Harley","Martin","Kilgore",,"1893-01-11",,"D",,,,,"406339",,,"5240",,,"","",,,false,,,,"7",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:wv",,,,"WV","1","",""
"K000292","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/K000292.json","William","Fife","Knowland",,"1908-06-26","M","R",,,,,"406448",,,"5343",,,"","",,,false,,,,"2",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:ca",,,,"CA","1","",""
"L000070","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/L000070.json","William",,"Langer",,"1886-09-30","M","R",,,,,"406579",,,"5452",,,"","",,,false,,,,"7",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:nd",,,,"ND","1","",""
"L000394","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/L000394.json","Henry","Cabot","Lodge",,"1902-07-05","M","R",,,,,"406886",,,"5739",,,"","",,,false,,,,"8",,,,"2013-04-12 20:11:33 -0400","ocd-division/country:us/state:ma",,,,"MA","1","",""
"L000428","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/L000428.json","Russell","Billiu","Long",,"1918-11-03",,"D",,,,,"406918",,,"5767",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:52 -0400","ocd-division/country:us/state:la",,,,"LA","3","",""
"L000493","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/L000493.json","Scott","Wike","Lucas",,"",,"D",,,,,"406980",,,"5823",,,"","",,,false,,,,"8",,,,"2013-04-12 20:11:31 -0400","ocd-division/country:us/state:il",,,,"IL","3","",""
"M000053","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M000053.json","Warren","Grant","Magnuson",,"1905-04-12","M","D",,,,,"407081",,,"5913",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:48 -0400","ocd-division/country:us/state:wa",,,,"WA","3","",""
"M000086","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M000086.json","George","Wilson","Malone",,"1890-08-07","M","R",,,,,"407112",,,"5944",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:nv",,,,"NV","1","",""
"M000177","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M000177.json","Edward",,"Martin",,"1879-09-18","M","R",,,,,"407199",,,"6021",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:pa",,,,"PA","1","",""
"M000279","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/M000279.json","Burnet","Rhett","Maybank",,"1899-03-07",,"D",,,,,"407296",,,"6107",,,"","",,,false,,,,"6",,,,"2013-04-12 20:11:34 -0400","ocd-division/country:us/state:sc",,,,"SC","2","",""
"M000308","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M000308.json","Patrick","Anthony","McCarran",,"1876-08-08","M","D",,,,,"407322",,,"6132",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:35 -0400","ocd-division/country:us/state:nv",,,,"NV","3","",""
"M000315","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M000315.json","Joseph","Raymond","McCarthy",,"1908-11-14","M","R",,,,,"407327",,,"6137",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:wi",,,,"WI","1","",""
"M000332","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/M000332.json","John","Little","McClellan",,"1896-02-25","M","D",,,,,"407342",,,"6151",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:47 -0400","ocd-division/country:us/state:ar",,,,"AR","2","",""
"M000438","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M000438.json","Ernest","William","McFarland",,"1894-10-09","M","D",,,,,"407437",,,"6242",,,"","",,,false,,,,"7",,,,"2013-04-12 20:11:33 -0400","ocd-division/country:us/state:az",,,,"AZ","1","",""
"M000456","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M000456.json","James","Howard","McGrath",,"1903-11-28","M","D",,,,,"407455",,,"6260",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:33 -0400","ocd-division/country:us/state:ri",,,,"RI","1","",""
"M000499","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M000499.json","Kenneth","Douglas","McKellar",,"1869-01-29","M","D",,,,,"407494",,,"6293",,,"","",,,false,,,,"30",,,,"2013-04-12 20:11:33 -0400","ocd-division/country:us/state:tn",,,,"TN","1","",""
"M000559","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M000559.json","Brien",,"McMahon",,"1903-10-06","M","D",,,,,"407551",,,"6346",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:35 -0400","ocd-division/country:us/state:ct",,,,"CT","3","",""
"M000771","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M000771.json","Eugene","Donald","Millikin",,"1891-02-12","M","R",,,,,"407749",,,"6525",,,"","",,,false,,,,"6",,,,"2013-04-12 20:11:35 -0400","ocd-division/country:us/state:co",,,,"CO","3","",""
"M000895","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/M000895.json","Edward","Hall","Moore",,"1871-11-19","M","R",,,,,"407867",,,"6629",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:30 -0400","ocd-division/country:us/state:ok",,,,"OK","2","",""
"M001014","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M001014.json","Wayne","Lyman","Morse",,"1900-10-20",,"R",,,,,"407981",,,"6738",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:42 -0400","ocd-division/country:us/state:or",,,,"OR","3","",""
"M001078","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/M001078.json","Karl","Earl","Mundt",,"1900-06-03",,"R",,,,,"408043",,,"6796",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:sd",,,,"SD","2","",""
"M001108","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/M001108.json","James","Edward","Murray",,"1876-05-03","M","D",,,,,"408072",,,"6820",,,"","",,,false,,,,"13",,,,"2013-04-12 20:11:37 -0400","ocd-division/country:us/state:mt",,,,"MT","2","",""
"M001127","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M001127.json","Francis","John","Myers",,"1901-12-18",,"D",,,,,"408089",,,"6836",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:31 -0400","ocd-division/country:us/state:pa",,,,"PA","3","",""
"O000032","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/O000032.json","Herbert","Romulus","O?Conor",,"1896-11-17","M","D",,,,,"408280",,,"7020",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:33 -0400","ocd-division/country:us/state:md",,,,"MD","1","",""
"O000034","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/O000034.json","Wilbert","Lee","O?Daniel",,"1890-03-11","M","D",,,,,"408281",,,"7021",,,"","",,,false,,,,"6",,,,"2013-04-12 20:11:30 -0400","ocd-division/country:us/state:tx",,,,"TX","2","",""
"O000088","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/O000088.json","Joseph","Christopher","O?Mahoney",,"1884-11-05","M","D",,,,,"408296",,,"7070",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:37 -0400","ocd-division/country:us/state:wy",,,,"WY","1","",""
"O000146","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/O000146.json","John","Holmes","Overton",,"1875-09-17","M","D",,,,,"408397",,,"7126",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:31 -0400","ocd-division/country:us/state:la",,,,"LA","3","",""
"P000218","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/P000218.json","Claude","Denson","Pepper",,"1900-09-08","M","D",,,,,"408621",,,"7333",,,"","",,,false,,,,"11",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:fl",,,,"FL","3","",""
"R000112","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/R000112.json","Clyde","Martin","Reed",,"1871-10-19",,"R",,,,,"409092",,,"7780",,,"","",,,false,,,,"9",,,,"2013-04-12 20:11:31 -0400","ocd-division/country:us/state:ks",,,,"KS","3","",""
"R000167","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/R000167.json","William","Chapman","Revercomb",,"1895-07-20","M","R",,,,,"409144",,,"7826",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:38 -0400","ocd-division/country:us/state:wv",,,,"WV","2","",""
"R000317","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/R000317.json","Absalom","Willis","Robertson",,"1887-05-27","M","D",,,,,"409288",,,"7958",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:41 -0400","ocd-division/country:us/state:va",,,,"VA","2","",""
"R000320","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/R000320.json","Edward","Vivian","Robertson",,"1881-05-27","M","R",,,,,"409291",,,"7960",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:30 -0400","ocd-division/country:us/state:wy",,,,"WY","2","",""
"R000536","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/R000536.json","Richard","Brevard","Russell",,"1897-11-02","M","D",,,,,"409493",,,"8138",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:ga",,,,"GA","2","",""
"S000021","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000021.json","Leverett",,"Saltonstall",,"1892-09-01","M","R",,,,,"409540",,,"8185",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:41 -0400","ocd-division/country:us/state:ma",,,,"MA","2","",""
"S000553","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000553.json","Howard","Alexander","Smith",,"1880-01-30","M","R",,,,,"410035",,,"8635",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:37 -0400","ocd-division/country:us/state:nj",,,,"NJ","1","",""
"S000701","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000701.json","John","Jackson","Sparkman",,"","M","D",,,,,"410172",,,"8764",,,"","",,,false,,,,"2",,,,"2013-04-12 20:11:47 -0400","ocd-division/country:us/state:al",,,,"AL","2","",""
"S000852","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000852.json","John","Cornelius","Stennis",,"1901-08-03","M","D",,,,,"410315",,,"8883",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:53 -0400","ocd-division/country:us/state:ms",,,,"MS","1","",""
"S000901","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000901.json","Arthur","Thomas","Stewart",,"1892-01-11","M","D",,,,,"410362",,,"8929",,,"","",,,false,,,,"8",,,,"2013-04-12 20:11:30 -0400","ocd-division/country:us/state:tn",,,,"TN","2","",""
"T000009","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/T000009.json","Robert","Alphonso","Taft",,"1889-09-08","M","R",,,,,"410599",,,"9152",,,"","",,,false,,,,"9",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:oh",,,,"OH","3","",""
"T000079","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/T000079.json","Glen","Hearst","Taylor",,"1904-04-12",,"D",,,,,"410663",,,"9210",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:32 -0400","ocd-division/country:us/state:id",,,,"ID","3","",""
"T000164","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/T000164.json","Elbert","Duncan","Thomas",,"1883-06-17","M","D",,,,,"410745",,,"9291",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:32 -0400","ocd-division/country:us/state:ut",,,,"UT","3","",""
"T000259","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/T000259.json","Edward","John","Thye",,"","M","R",,,,,"410834",,,"9374",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:37 -0400","ocd-division/country:us/state:mn",,,,"MN","1","",""
"T000289","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/T000289.json","Charles","William","Tobey",,"1880-07-22","M","R",,,,,"410862",,,"9401",,,"","",,,false,,,,"9",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:nh",,,,"NH","3","",""
"T000446","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/T000446.json","Millard","Evelyn","Tydings",,"1890-04-06","M","D",,,,,"411014",,,"9538",,,"","",,,false,,,,"20",,,,"2013-04-12 20:11:32 -0400","ocd-division/country:us/state:md",,,,"MD","3","",""
"U000005","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/U000005.json","William","Bradley","Umstead",,"","M","D",,,,,"411029",,,"9552",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:32 -0400","ocd-division/country:us/state:nc",,,,"NC","2","",""
