"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"B001295","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001295.json","Mike",,"Bost",,"1960-12-30","M","R",,"RepBost","RepBost",,"412629","76176","6302","21519","N00035420","/m/0kry42","H4IL12060","https://bost.house.gov","https://bost.house.gov/rss.xml",,true,,0.274,,"8","2022",77,14,0,"2021-03-16 04:30:25 -0400","ocd-division/country:us/state:il/cd:12","1211 Longworth House Office Building","202-225-5661",,"IL","12",false,"1712",18.18,96.77,1.61
"B001312","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001312.json","Carolyn",,"Bourdeaux",,"1970-06-03","F","D",,"RepBourdeaux",,,"456812",,"178540",,,"/g/11fgm1glqj","H8GA07201","https://bourdeaux.house.gov/",,,true,,,,"2","2022",77,0,0,"2021-03-16 04:30:26 -0400","ocd-division/country:us/state:ga/cd:7","1319 Longworth House Office Building","202-225-4272",,"GA","7",false,"1307",0,97.37,1.32
"B001223","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001223.json","Jamaal",,"Bowman",,"1976-04-01","M","D",,"RepBowman",,,"456839",,,,,"/g/11fsgvc0xx","H0NY16143","https://bowman.house.gov/",,,true,,,,"2","2022",77,2,0,"2021-03-16 04:30:24 -0400","ocd-division/country:us/state:ny/cd:16","1605 Longworth House Office Building","202-225-2464",,"NY","16",false,"3616",2.6,94.59,4.05
"B001296","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001296.json","Brendan",,"Boyle",,"1977-02-06","M","D",,"CongBoyle","CongressmanBoyle",,"412652","76428","47357","21548","N00035307","/m/04f4fjk","H4PA13199","https://boyle.house.gov","https://boyle.house.gov/rss.xml",,true,,-0.398,,"8","2022",77,3,0,"2021-03-16 04:30:27 -0400","ocd-division/country:us/state:pa/cd:2","1133 Longworth House Office Building","202-225-6111",,"PA","2",false,"4202",3.9,98.63,0
"B000755","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000755.json","Kevin",,"Brady",,"1955-04-11","M","R",,"RepKevinBrady","kevinbrady","KBrady8","400046","45749","361","29760","N00005883","/m/03tq00","H6TX08100","https://kevinbrady.house.gov",,,true,,0.524,,"26","2022",77,20,0,"2021-03-16 04:30:28 -0400","ocd-division/country:us/state:tx/cd:8","1011 Longworth House Office Building","202-225-4901",,"TX","8",false,"4808",25.97,98.25,0
"B001274","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001274.json","Mo",,"Brooks",,"1954-04-29","M","R",,"RepMoBrooks","RepMoBrooks","RepMoBrooks","412395","94888","121610","21193","N00030910","/m/0c3xdjf","H0AL05163","https://brooks.house.gov","https://brooks.house.gov/rss.xml",,true,,0.648,,"12","2022",77,3,0,"2021-03-16 04:30:27 -0400","ocd-division/country:us/state:al/cd:5","2185 Rayburn House Office Building","202-225-4801",,"AL","5",false,"0105",3.9,98.63,0
"B001304","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001304.json","Anthony",,"Brown",,"1961-11-21","M","D",,"RepAnthonyBrown","RepAnthonyBrown","RepAnthonyBrown","412707","1029537","19344","21707","N00036999","/m/09v6fg","H6MD04209","https://anthonybrown.house.gov",,,true,,-0.335,,"6","2022",77,1,0,"2021-03-16 04:30:27 -0400","ocd-division/country:us/state:md/cd:4","1323 Longworth House Office Building","202-225-8699",,"MD","4",false,"2404",1.3,98.67,0
"B001285","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001285.json","Julia",,"Brownley",,"1952-08-28","F","D",,"RepBrownley","RepJuliaBrownley","RepJuliaBrownley","412516","79783","59904","21308","N00034254","/m/027z42z","H2CA00120","https://juliabrownley.house.gov","https://juliabrownley.house.gov/category/press-releases/feed/",,true,,-0.286,,"10","2022",77,5,0,"2021-03-16 04:30:27 -0400","ocd-division/country:us/state:ca/cd:26","2262 Rayburn House Office Building","202-225-5811",,"CA","26",false,"0626",6.49,98.59,0
"B001260","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001260.json","Vern",,"Buchanan",,"1951-05-08","M","R",,"VernBuchanan","CongressmanBuchanan","vernbuchanan","412196","1021626","66247","20709","N00027626","/m/0gtjsp","H6FL13148","https://buchanan.house.gov","https://buchanan.house.gov/rss.xml",,true,,0.358,,"16","2022",77,0,0,"2021-03-16 04:30:23 -0400","ocd-division/country:us/state:fl/cd:16","2110 Rayburn House Office Building","202-225-5015",,"FL","16",false,"1216",0,93.42,5.26
"B001297","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001297.json","Ken",,"Buck",,"1959-02-16","M","R",,"RepKenBuck","repkenbuck",,"412619","78285","125319","21510","N00030829","/m/05zzjd2","S0CO00237","https://buck.house.gov","https://buck.house.gov/rss.xml",,true,,0.749,,"8","2022",77,6,0,"2021-03-16 04:30:24 -0400","ocd-division/country:us/state:co/cd:4","2455 Rayburn House Office Building","202-225-4676",,"CO","4",false,"0804",7.79,95.71,2.86
"B001275","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001275.json","Larry",,"Bucshon",,"1962-05-31","M","R",,"RepLarryBucshon","RepLarryBucshon","RepLarryBucshon","412427","61837","120335","21132","N00031227","/m/0dd9k_y","H0IN08114","https://bucshon.house.gov",,,true,,0.407,,"12","2022",77,4,0,"2021-03-16 04:30:24 -0400","ocd-division/country:us/state:in/cd:8","2313 Rayburn House Office Building","202-225-4636",,"IN","8",false,"1808",5.19,95.83,2.78
"B001305","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001305.json","Ted",,"Budd",,"1971-10-21","M","R",,"RepTedBudd","RepTedBudd",,"412712","103513","171489","21708","N00039551","/g/11c2nmnsj0","H6NC13129","https://budd.house.gov",,,true,,0.668,,"6","2022",77,0,0,"2021-03-16 04:30:26 -0400","ocd-division/country:us/state:nc/cd:13","103 Cannon House Office Building","202-225-4531",,"NC","13",false,"3713",0,97.37,1.32
"B001309","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001309.json","Tim",,"Burchett",,"1964-08-25","M","R",,"RepTimBurchett",,,"412817",,"24379",,"N00041594","/m/03yt07","H8TN02119","https://burchett.house.gov",,,true,,,,"4","2022",77,0,0,"2021-03-16 04:30:25 -0400","ocd-division/country:us/state:tn/cd:2","1122 Longworth House Office Building","202-225-5435",,"TN","2",false,"4702",0,97.37,1.32
"B001248","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001248.json","Michael","C.","Burgess",,"1950-12-23","M","R",,"MichaelCBurgess","michaelcburgess","michaelcburgessmd","400052","1003620","50120","20355","N00025219","/m/03tq8_","H2TX26093","https://burgess.house.gov","https://burgess.house.gov/news/rss.aspx",,true,,0.575,,"20","2022",77,5,0,"2021-03-16 04:30:27 -0400","ocd-division/country:us/state:tx/cd:26","2161 Rayburn House Office Building","202-225-7772",,"TX","26",false,"4826",6.49,98.59,0
"B001224","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001224.json","Cori",,"Bush",,"1976-07-21","F","D",,"RepCori",,,"456829",,,,,"/g/11cntkcbkt","H8MO01143","https://bush.house.gov/",,,true,,,,"2","2022",77,0,0,"2021-03-16 04:30:24 -0400","ocd-division/country:us/state:mo/cd:1","1016 Longworth House Office Building","202-225-2406",,"MO","1",false,"2901",0,94.74,3.95
"B001286","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001286.json","Cheri",,"Bustos",,"1961-10-17","F","D",,"RepCheri","RepCheri","RepCheri","412537","63949","134964","21329","N00033390","/m/0jwwtrm","H2IL17071","https://bustos.house.gov","https://bustos.house.gov/category/press-release/feed/",,true,,-0.238,,"10","2022",77,0,0,"2021-03-16 04:30:24 -0400","ocd-division/country:us/state:il/cd:17","1233 Longworth House Office Building","202-225-5905",,"IL","17",false,"1717",0,96.05,2.63
"B001251","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001251.json","G.","K.","Butterfield",,"1947-04-27","M","D",,"GKButterfield","congressmangkbutterfield","GKBNC01","400616","1013540","41077","20340","N00027035","/m/03g_pq","H4NC01046","https://butterfield.house.gov","https://butterfield.house.gov/rss.xml",,true,,-0.404,,"20","2022",77,1,0,"2021-03-16 04:30:25 -0400","ocd-division/country:us/state:nc/cd:1","2080 Rayburn House Office Building","202-225-3101",,"NC","1",false,"3701",1.3,97.33,1.33
"C000059","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000059.json","Ken",,"Calvert",,"1953-06-08","M","R",,"KenCalvert","70063393423","RepKenCalvert","400057","26709","26777","29323","N00007099","/m/024xl1","H2CA37023","https://calvert.house.gov","https://calvert.house.gov/rss.xml",,true,,0.349,,"30","2022",77,7,0,"2021-03-16 04:30:25 -0400","ocd-division/country:us/state:ca/cd:42","2205 Rayburn House Office Building","202-225-1986",,"CA","42",false,"0642",9.09,97.1,1.45
"C001039","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001039.json","Kat",,"Cammack",,"1988-02-16","F","R",,"RepKatCammack",,,"456806",,,,,"/g/11fsp_lppx","H0FL03175","https://cammack.house.gov/",,,true,,,,"2","2022",77,0,0,"2021-03-16 04:30:25 -0400","ocd-division/country:us/state:fl/cd:3","1626 Longworth House Office Building","202-225-5744",,"FL","3",false,"1203",0,97.37,1.32
"C001112","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001112.json","Salud",,"Carbajal",,"1964-11-18","M","D",,"RepCarbajal","repsaludcarbajal","repcarbajal","412686","104728","81569","21709","N00037015","/g/11c2q53dct","H6CA24303","https://carbajal.house.gov",,,true,,-0.301,,"6","2022",77,0,0,"2021-03-16 04:30:28 -0400","ocd-division/country:us/state:ca/cd:24","2331 Rayburn House Office Building","202-225-3601",,"CA","24",false,"0624",0,98.68,0
"C001097","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001097.json","Tony",,"Cárdenas",,"1963-03-31","M","D",,"RepCardenas","repcardenas","repcardenas","412517","63934","9754","21309","N00033373","/m/0cgzsw","H2CA28113","https://cardenas.house.gov",,,true,,-0.383,,"10","2022",77,1,0,"2021-03-16 04:30:24 -0400","ocd-division/country:us/state:ca/cd:29","2438 Rayburn House Office Building","202-225-6131",,"CA","29",false,"0629",1.3,96,2.67
"C001054","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001054.json","Jerry",,"Carl",,"1958-06-17","M","R",,"RepJerryCarl",,,"456799",,,,,"/g/11j2j1brnb","H0AL01055","https://carl.house.gov/",,,true,,,,"2","2022",77,0,0,"2021-03-16 04:30:28 -0400","ocd-division/country:us/state:al/cd:1","1330 Longworth House Office Building","202-225-4931",,"AL","1",false,"0101",0,98.68,0
"C001072","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001072.json","André",,"Carson",,"1974-10-16","M","D",,"RepAndreCarson","CongressmanAndreCarson","repandrecarson","412258","1027364","84917","20757","N00029513","/m/03qcvz1","H8IN07184","https://carson.house.gov","https://carson.house.gov/rss.xml",,true,,-0.431,,"16","2022",77,0,0,"2021-03-16 04:30:26 -0400","ocd-division/country:us/state:in/cd:7","2135 Rayburn House Office Building","202-225-4011",,"IN","7",false,"1807",0,97.37,1.32
"C001103","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001103.json","Buddy",,"Carter",,"1957-09-06","M","R",,"RepBuddyCarter","congressmanbuddycarter",,"412622","76158","32085","21513","N00035346","/m/0w32xj9","H4GA01039","https://buddycarter.house.gov",,,true,,0.582,,"8","2022",77,0,0,"2021-03-16 04:30:28 -0400","ocd-division/country:us/state:ga/cd:1","2432 Rayburn House Office Building","202-225-5831",,"GA","1",false,"1301",0,98.68,0
