"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"B001232","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001232.json","Judy",,"Biggert",,"1937-08-15","F","R",,"JudyBiggert",,"JudyBiggert","400027","57890",,"29912",,"/m/0256wq","","",,,false,,,,"12",1655,14,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:il/cd:13",,,,"IL","13",false,"1713",0.85,90.36,9.58
"B000461","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000461.json","Brian","P.","Bilbray",,"1951-01-28","M","R",,"BilbrayCA50",,,"400570","36554",,"29508",,,"","",,,false,,,,"6",1655,83,1,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:ca/cd:50",,,,"CA","50",false,"0650",5.02,93.23,6.71
"B001257","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001257.json","Gus",,"Bilirakis",,"1963-02-08","M","R",,"RepGusBilirakis","GusBilirakis","RepGusBilirakis","412250","1022873","17318","20758","N00027462","/m/0dy3z1","","https://bilirakis.house.gov","https://bilirakis.house.gov/rss.xml",,false,,,,"6",1655,22,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:fl/cd:9",,,,"FL","9",false,"1209",1.33,94.53,5.41
"B001250","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001250.json","Rob",,"Bishop",,"1951-07-13","M","R",,"RepRobBishop","RepRobBishop","CongressmanBishop","400029","1003621","50544","20357","N00025292","/m/02tn41","","https://robbishop.house.gov","https://robbishop.house.gov/rss.xml",,false,,,,"8",1655,150,6,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:ut/cd:1",,,,"UT","1",false,"4901",9.06,95.21,4.72
"B000490","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000490.json","Sanford","D.","Bishop","Jr.","1947-02-04","M","D",,"SanfordBishop","sanfordbishop","RepSanfordBishop","400030","26194","26817","29339","N00002674","/m/02554k","","https://bishop.house.gov","https://bishop.house.gov/rss.xml",,false,,,,"18",1655,65,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:ga/cd:2",,,,"GA","2",false,"1302",3.93,97.66,2.28
"B001242","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001242.json","Timothy","H.","Bishop",,"1950-06-01","M","D",,"TimBishopNY","RepTimBishop","timbishop01","400031","1003587",,"20338",,,"","http://timbishop.house.gov",,,false,,,,"8",1655,44,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:ny/cd:1",,,,"NY","1",false,"3601",2.66,97.25,2.68
"B001243","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001243.json","Marsha",,"Blackburn",,"1952-06-06","F","R",,"MarshaBlackburn","marshablackburn","RepMarshaBlackburn","400032","31226","25186","20351","N00003105","/m/01fnkt","","https://www.blackburn.senate.gov",,,false,,,,"8",1655,47,4,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:tn/cd:7",,,,"TN","7",false,"4707",2.84,95.27,4.67
"B000574","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000574.json","Earl",,"Blumenauer",,"1948-08-16","M","D",,"BlumenauerMedia",,"RepBlumenauer","400033","43809","367","29588","N00007727","/m/033tw8","","https://blumenauer.house.gov","https://blumenauer.house.gov/rss.xml",,false,,,,"16",1655,50,2,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:or/cd:3",,,,"OR","3",false,"4103",3.02,96.87,3.07
"B000575","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000575.json","Roy",,"Blunt",,"1950-01-10","M","R",,"RoyBlunt","SenatorBlunt","SenatorBlunt","400034","45465","418","29735","N00005195","/m/034fn4","","https://www.blunt.senate.gov",,,false,,,,"14",1655,252,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:mo/cd:7",,,,"MO","7",false,"2907",15.23,95.22,4.71
"B001263","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001263.json","John",,"Boccieri",,"1969-10-05","M","D",,,,,"412266","1028316",,,,"/m/02qpsy1","","",,,false,,,,"2",1655,26,1,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:oh/cd:16",,,,"OH","16",false,"3916",1.57,93.76,6.18
"B000589","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000589.json","John","A.","Boehner",,"1949-11-17","M","R",,"SpeakerBoehner","SpeakerJohnBoehner","johnboehner","400036","16740",,"15806",,"/m/039rwf","","http://boehner.house.gov",,,false,,,,"20",1655,157,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:oh/cd:8",,,,"OH","8",false,"3908",9.49,96.35,3.65
"B001244","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001244.json","Jo",,"Bonner",,"1959-11-19","M","R",,"repjobonner","jobonner","JoBonner","400038","1003546",,"20300",,,"","http://bonner.house.gov/",,,false,,,,"8",1655,90,28,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:al/cd:1",,,,"AL","1",false,"0101",5.44,92.16,7.78
"B001228","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001228.json","Mary",,"Bono Mack",,"1961-10-24","F","R",,"Rep_BonoMack",,,"400039",,,"29775",,"/m/024xmf","","",,,false,,,,"14",1655,45,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:ca/cd:45",,,,"CA","45",false,"0645",2.72,94.52,5.42
"B001236","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001236.json","John",,"Boozman",,"1950-12-10","M","R",,"JohnBoozman","JohnBoozman","BoozmanPressOffice","400040","92069","27958","20101","N00013873","/m/024s3v","","https://www.boozman.senate.gov/public","https://www.boozman.senate.gov/public/?a=RSS.Feed",,false,,,,"10",1655,38,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:ar/cd:3",,,,"AR","3",false,"0503",2.3,97.62,2.32
"B001245","Delegate","Del.","https://api.propublica.org/congress/v1/members/B001245.json","Madeleine","Z.","Bordallo",,"1933-05-31","F","D",,,"madeleine.bordallo",,"400041","1003568","1751",,"N00024866","/m/01s_xp","","https://bordallo.house.gov",,,false,,,,"8",324,57,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:gu/cd:79",,,,"GU","At-Large",true,"6698",17.59,95.51,4.49
"B001254","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001254.json","Dan",,"Boren",,"1973-08-02","M","D",,,,,"400645","1013053",,"20523",,"/m/04bbc1","","",,,false,,,,"6",1655,69,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:ok/cd:2",,,,"OK","2",false,"4002",4.17,87.82,12.12
"B000652","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000652.json","Leonard","L.","Boswell",,"1934-01-10","M","D",,"LeonardBoswell",,"RepLeonardBoswell","400042","45520",,"29721",,"/m/025b6f","","",,,false,,,,"14",1655,41,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:ia/cd:3",,,,"IA","3",false,"1903",2.48,98.13,1.81
"B000657","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000657.json","Rick",,"Boucher",,"1946-08-01","M","D",,,,,"400043","6736",,"15009",,"/m/01_k5m","","",,,false,,,,"28",1655,124,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:va/cd:9",,,,"VA","9",false,"5109",7.49,96.39,3.55
"B001255","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001255.json","Charles",,"Boustany","Jr.","1956-02-21","M","R",,"RepBoustany","RepBoustany","boustanyla07","400636","1013047",,"20514",,"/m/04wdx3","","http://boustany.house.gov",,,false,,,,"6",1655,60,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:la/cd:7",,,,"LA","7",false,"2207",3.63,95.93,4
"B000716","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000716.json","Allen",,"Boyd",,"1945-06-06","M","D",,,,,"400044","46164",,"29713",,,"","",,,false,,,,"14",1655,110,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:fl/cd:2",,,,"FL","2",false,"1202",6.65,95.44,4.5
"B000755","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000755.json","Kevin",,"Brady",,"1955-04-11","M","R",,"RepKevinBrady","kevinbrady","KBrady8","400046","45749","361","29760","N00005883","/m/03tq00","","https://kevinbrady.house.gov",,,false,,,,"14",1655,66,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:tx/cd:8",,,,"TX","8",false,"4808",3.99,95.02,4.91
"B001227","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001227.json","Robert","A.","Brady",,"1945-04-07","M","D",,"RepBrady","RepRobertBrady","BradyPA01","400047","55227","2519","29777","N00001619","/m/03tq5z","","https://brady.house.gov",,,false,,,,"14",1655,61,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:pa/cd:1",,,,"PA","1",false,"4201",3.69,99.05,0.88
"B001259","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001259.json","Bruce",,"Braley",,"1957-10-30","M","D",,"BruceBraley","repbrucebraley","repbrucebraley","412208","1020421",,"20719",,"/m/07r9r0","","http://braley.house.gov",,,false,,,,"4",1655,99,1,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:ia/cd:1",,,,"IA","1",false,"1901",5.98,98.25,1.68
"B001264","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001264.json","Bobby",,"Bright",,"1952-07-21","M","D",,,,,"412267","87180",,,,"/m/0gg4wd","","",,,false,,,,"2",1655,64,2,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:al/cd:2",,,,"AL","2",false,"0102",3.87,71.41,28.53
"B001262","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001262.json","Paul",,"Broun",,"1946-12-07","M","R",,"RepPaulBrounMD","RepPaulBroun","RepPaulBroun","412252","1025092",,"20753",,"/m/02vzlfc","","http://broun.house.gov",,,false,,,,"4",1655,61,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:ga/cd:10",,,,"GA","10",false,"1310",3.69,87.59,12.35
"B000911","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000911.json","Corrine",,"Brown",,"1946-11-11","F","D",,"RepCorrineBrown","congresswomanbrown","CongresswomanBrown","400048","26192",,"29328",,"/m/0251xd","","https://corrinebrown.house.gov","https://corrinebrown.house.gov/rss.xml",,false,,,,"18",1655,122,2,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:fl/cd:3",,,,"FL","3",false,"1203",7.37,98.1,1.84
"B001235","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001235.json","Henry","E.","Brown","Jr.","1935-12-20","M","R",,,,"CongressmanBrown","400049","1000221",,"20137",,"/m/03tpvc","","",,,false,,,,"10",1655,148,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:sc/cd:1",,,,"SC","1",false,"4501",8.94,94.88,5.05
"B001247","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001247.json","Ginny",,"Brown-Waite",,"1943-10-05","F","R",,,,"RepGinnyBrownWaite","400051","1003557",,"20313",,"/m/0251yt","","",,,false,,,,"8",1655,158,1,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:fl/cd:5",,,,"FL","5",false,"1205",9.55,92,7.93
"B001260","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001260.json","Vern",,"Buchanan",,"1951-05-08","M","R",,"VernBuchanan","CongressmanBuchanan","vernbuchanan","412196","1021626","66247","20709","N00027626","/m/0gtjsp","","https://buchanan.house.gov","https://buchanan.house.gov/rss.xml",,false,,,,"4",1655,40,4,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:fl/cd:13",,,,"FL","13",false,"1213",2.42,92.22,7.72
"B001248","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001248.json","Michael","C.","Burgess",,"1950-12-23","M","R",,"MichaelCBurgess","michaelcburgess","michaelcburgessmd","400052","1003620","50120","20355","N00025219","/m/03tq8_","","https://burgess.house.gov","https://burgess.house.gov/news/rss.aspx",,false,,,,"8",1655,63,1,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:tx/cd:26",,,,"TX","26",false,"4826",3.81,94.07,5.86
"B001149","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001149.json","Dan",,"Burton",,"1938-06-21","M","R",,"RepDanBurton",,"CongressmanDanBurton","400055",,,"15013",,"/m/022r4p","","",,,false,,,,"28",1655,32,4,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:in/cd:5",,,,"IN","5",false,"1805",1.93,95.94,4
"B001251","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001251.json","G.","K.","Butterfield",,"1947-04-27","M","D",,"GKButterfield","congressmangkbutterfield","GKBNC01","400616","1013540","41077","20340","N00027035","/m/03g_pq","","https://butterfield.house.gov","https://butterfield.house.gov/rss.xml",,false,,,,"8",1655,86,29,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:nc/cd:1",,,,"NC","1",false,"3701",5.2,96.92,3.01
"B001203","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001203.json","Steve",,"Buyer",,"1958-11-26","M","R",,,,"sbuyer","400056","26475",,"29350",,"/m/02578l","","",,,false,,,,"18",1655,221,3,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:in/cd:4",,,,"IN","4",false,"1804",13.35,94.2,5.73
"C000059","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000059.json","Ken",,"Calvert",,"1953-06-08","M","R",,"KenCalvert","70063393423","RepKenCalvert","400057","26709","26777","29323","N00007099","/m/024xl1","","https://calvert.house.gov","https://calvert.house.gov/rss.xml",,false,,,,"18",1655,46,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:ca/cd:44",,,,"CA","44",false,"0644",2.78,94.71,5.23
"C000071","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000071.json","Dave",,"Camp",,"1953-07-09","M","R",,"RepDaveCamp","repdavecamp","DaveCampYT","400058","23039",,"29124",,"/m/03l8yr","","http://camp.house.gov",,,false,,,,"20",1655,49,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:mi/cd:4",,,,"MI","4",false,"2604",2.96,94.13,5.81
"C001064","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001064.json","John",,"Campbell",,"1955-07-19","M","R",,"RepJohnCampbell","JohnCampbell","RepJohnCampbellCA48","412011","1019004",,"20539",,"/m/05tpk9","","http://www.campbell.house.gov",,,false,,,,"6",1655,172,3,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:ca/cd:48",,,,"CA","48",false,"0648",10.39,89.53,10.4
"C001046","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001046.json","Eric",,"Cantor",,"1963-06-06","M","R",,,,"EricCantor","400060","87402",,"20144",,"/m/027z_f","","http://cantor.house.gov/",,,false,,,,"10",1655,69,4,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:va/cd:7",,,,"VA","7",false,"5107",4.17,96.04,3.9
"C001079","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001079.json","Anh",,"Cao",,"1967-03-13","M","R",,"AnhJosephCao",,"AnhJosephCao","412268","1031344",,,,,"","",,,false,,,,"2",1655,106,1,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:la/cd:2",,,,"LA","2",false,"2202",6.4,82.9,17.04
"C001047","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001047.json","Shelley","Moore","Capito",,"1953-11-26","F","R",,"SenCapito","senshelley",,"400061","83737","11701","20146","N00009771","/m/024pwq","","https://www.capito.senate.gov",,,false,,,,"10",1655,37,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:wv/cd:2",,,,"WV","2",false,"5402",2.24,90.41,9.52
"C001036","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001036.json","Lois",,"Capps",,"1938-01-10","F","D",,"RepLoisCapps","loiscapps","reploiscapps","400062","54075",,"29774",,"/m/024tfg","","http://capps.house.gov",,,false,,,,"14",1655,50,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:ca/cd:23",,,,"CA","23",false,"0623",3.02,99,0.94
"C001037","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001037.json","Michael","E.","Capuano",,"1952-01-09","M","D",,"RepMikeCapuano","RepMichaelCapuano","RepMikeCapuano","400063","56760","18883","29919","N00000267","/m/028vsm","H8MA08071","http://capuano.house.gov",,,false,,,,"12",1655,202,1,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:ma/cd:8",,,,"MA","8",false,"2508",12.21,98.06,1.87
"C001050","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001050.json","Dennis",,"Cardoza",,"1959-03-31","M","D",,"RepCardoza",,,"400065","87444",,"20306",,,"","",,,false,,,,"8",1655,107,1,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:ca/cd:18",,,,"CA","18",false,"0618",6.47,96.62,3.31
"C001060","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001060.json","Russ",,"Carnahan",,"1958-07-10","M","D",,"RepCarnahan",,"congressmancarnahan","400638","1003284",,"20516",,"/m/04cb6p","","",,,false,,,,"6",1655,39,0,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:mo/cd:3",,,,"MO","3",false,"2903",2.36,99.07,0.87
"C001065","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001065.json","Christopher",,"Carney",,"1959-03-02","M","D",,,,,"412234","1018516",,"20746",,,"","",,,false,,,,"4",1655,151,2,"2019-10-07 10:50:00 -0400","ocd-division/country:us/state:pa/cd:10",,,,"PA","10",false,"4210",9.12,91.16,8.77
