"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"B001287","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001287.json","Ami",,"Bera",,"1965-03-02","M","D",,"RepBera","RepAmiBera","repamibera","412512","1033636","120030","21304","N00030717","/m/0dgqnts","H0CA03078","https://bera.house.gov","https://bera.house.gov/rss.xml",,false,"D+3",-0.233,,"8","2020",954,3,0,"2021-03-02 02:35:24 -0500","ocd-division/country:us/state:ca/cd:7","1727 Longworth House Office Building","202-225-5716",,"CA","7",false,"0607",0.31,98.21,1.69
"B001301","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001301.json","Jack",,"Bergman",,"1947-02-02","M","R",,"RepJackBergman","RepJackBergman","RepJackBergman","412709","1020529","170172","21704","N00039533","/m/05b2l3v","H6MI01226","https://bergman.house.gov",,,false,"R+9",0.432,,"4","2020",954,19,0,"2021-03-02 02:35:24 -0500","ocd-division/country:us/state:mi/cd:1","414 Cannon House Office Building","202-225-4735",,"MI","1",false,"2601",1.99,92.98,6.91
"B001292","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001292.json","Donald",,"Beyer",,"1950-06-20","M","D",,"RepDonBeyer","RepDonBeyer",,"412657","21141","1707","21554","N00036018","/m/053g16","H4VA08224","https://beyer.house.gov",,,false,"R+6",-0.385,,"6","2020",954,26,0,"2021-03-02 02:35:24 -0500","ocd-division/country:us/state:va/cd:8","1119 Longworth House Office Building","202-225-4376",,"VA","8",false,"5108",2.73,99.03,0.86
"B001302","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001302.json","Andy",,"Biggs",,"1958-11-07","M","R",,"RepAndyBiggsAZ","RepAndyBiggs",,"412683","105145","28088","21705","N00039293","/m/0_1m23v","H6AZ05083","https://biggs.house.gov","https://biggs.house.gov/rss.xml",,false,"R+15",0.882,,"4","2020",954,24,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:az/cd:5","1318 Longworth House Office Building","202-225-2635",,"AZ","5",false,"0405",2.52,79.7,20.2
"B001257","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001257.json","Gus",,"Bilirakis",,"1963-02-08","M","R",,"RepGusBilirakis","GusBilirakis","RepGusBilirakis","412250","1022873","17318","20758","N00027462","/m/0dy3z1","H6FL09070","https://bilirakis.house.gov","https://bilirakis.house.gov/rss.xml",,false,"R+8",0.404,,"16","2020",954,35,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:fl/cd:12","2227 Rayburn House Office Building","202-225-5755",,"FL","12",false,"1212",3.67,92.98,6.91
"B001250","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001250.json","Rob",,"Bishop",,"1951-07-13","M","R","","RepRobBishop","RepRobBishop","CongressmanBishop","400029","1003621","50544","20357","N00025292","/m/02tn41","H2UT01094","https://robbishop.house.gov","https://robbishop.house.gov/rss.xml",,false,"R+26",0.537,,"18","2020",954,83,0,"2020-12-31 18:30:49 -0500","ocd-division/country:us/state:ut/cd:1","123 Cannon House Office Building","202-225-0453",,"UT","1",false,"4901",8.7,92.49,7.4
"B001311","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001311.json","Dan",,"Bishop",,"1964-07-01","M","R",,"RepDanBishop",,,"412844",,"92423",,"N00044335","/m/013bg9xz","H0NC09187","https://danbishop.house.gov/",,"https://danbishop.house.gov/contact/email",false,"R+8",,,"2","2020",423,41,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:nc/cd:9","132 Cannon House Office Building","202-225-1976",,"NC","9",false,"3709",9.69,93.37,6.63
"B000490","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000490.json","Sanford","D.","Bishop","Jr.","1947-02-04","M","D",,"SanfordBishop","sanfordbishop","RepSanfordBishop","400030","26194","26817","29339","N00002674","/m/02554k","H2GA02031","https://bishop.house.gov","https://bishop.house.gov/rss.xml",,false,"D+6",-0.282,,"28","2020",954,30,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:ga/cd:2","2407 Rayburn House Office Building","202-225-3631",,"GA","2",false,"1302",3.14,98.59,1.3
"B000574","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000574.json","Earl",,"Blumenauer",,"1948-08-16","M","D",,"BlumenauerMedia",,"RepBlumenauer","400033","43809","367","29588","N00007727","/m/033tw8","H6OR03064","https://blumenauer.house.gov","https://blumenauer.house.gov/rss.xml",,false,"D+24",-0.428,,"26","2020",954,11,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:or/cd:3","1111 Longworth House Office Building","202-225-4811",,"OR","3",false,"4103",1.15,97.24,2.66
"B001303","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001303.json","Lisa",,"Blunt Rochester",,"1962-02-10","F","D",,"RepLBR","Rep.BluntRochester",,"412689","104772","173249","21706","N00038414","/g/11c328y56v","H6DE00206","https://bluntrochester.house.gov",,,false,"D+6",-0.332,,"4","2020",954,8,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:de/cd:1","1519 Longworth House Office Building","202-225-4165",,"DE","At-Large",true,"1000",0.84,99.47,0.42
"B001278","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001278.json","Suzanne",,"Bonamici",,"1954-10-14","F","D",,"RepBonamici","congresswomanbonamici","RepSuzanneBonamici","412501","63966","59641","21198","N00033474","/m/02q453x","H2OR01133","https://bonamici.house.gov","https://bonamici.house.gov/rss.xml",,false,"D+9",-0.394,,"10","2020",954,4,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:or/cd:1","2231 Rayburn House Office Building","202-225-0855",,"OR","1",false,"4101",0.42,98.31,1.58
"B001295","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001295.json","Mike",,"Bost",,"1960-12-30","M","R",,"RepBost","RepBost",,"412629","76176","6302","21519","N00035420","/m/0kry42","H4IL12060","https://bost.house.gov","https://bost.house.gov/rss.xml",,false,"R+5",0.272,,"6","2020",954,94,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:il/cd:12","1440 Longworth House Office Building","202-225-5661",,"IL","12",false,"1712",9.85,92.25,7.63
"B001296","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001296.json","Brendan",,"Boyle",,"1977-02-06","M","D",,"CongBoyle","CongressmanBoyle",,"412652","76428","47357","21548","N00035307","/m/04f4fjk","H4PA13199","https://boyle.house.gov","https://boyle.house.gov/rss.xml",,false,"D+25",-0.398,,"6","2020",954,14,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:pa/cd:2","1133 Longworth House Office Building","202-225-6111",,"PA","2",false,"4202",1.47,98.4,1.49
"B000755","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000755.json","Kevin",,"Brady",,"1955-04-11","M","R",,"RepKevinBrady","kevinbrady","KBrady8","400046","45749","361","29760","N00005883","/m/03tq00","H6TX08100","https://kevinbrady.house.gov",,,false,"R+28",0.524,,"24","2020",954,62,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:tx/cd:8","1011 Longworth House Office Building","202-225-4901",,"TX","8",false,"4808",6.5,94.45,5.44
"B001308","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001308.json","Anthony",,"Brindisi",,"1978-11-22","M","D","","RepBrindisi",,,"412806",,"135258",,"N00041385","/m/0hhqfyc","H8NY22151","https://brindisi.house.gov",,,false,"R+6",,,"2","2020",954,4,0,"2021-02-08 15:12:08 -0500","ocd-division/country:us/state:ny/cd:22","329 Cannon House Office Building","202-225-3665",,"NY","22",false,"3622",0.42,88.82,11.08
"B001274","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001274.json","Mo",,"Brooks",,"1954-04-29","M","R",,"RepMoBrooks","RepMoBrooks","RepMoBrooks","412395","94888","121610","21193","N00030910","/m/0c3xdjf","H0AL05163","https://brooks.house.gov","https://brooks.house.gov/rss.xml",,false,"R+18",0.648,,"10","2020",954,12,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:al/cd:5","2246 Rayburn House Office Building","202-225-4801",,"AL","5",false,"0105",1.26,86.51,13.38
"B001284","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001284.json","Susan",,"Brooks",,"1960-08-25","F","R","","SusanWBrooks","congresswomansusanwbrooks","SusanWBrooks","412539","623720","135988","21331","N00033495","/m/0jt8ng2","H2IN05082","https://susanwbrooks.house.gov","https://susanwbrooks.house.gov/rss.xml",,false,"R+9",0.353,,"8","2020",954,57,0,"2020-12-31 18:30:48 -0500","ocd-division/country:us/state:in/cd:5","2211 Rayburn House Office Building","202-225-2276",,"IN","5",false,"1805",5.97,90.79,9.1
"B001304","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001304.json","Anthony",,"Brown",,"1961-11-21","M","D",,"RepAnthonyBrown","RepAnthonyBrown","RepAnthonyBrown","412707","1029537","19344","21707","N00036999","/m/09v6fg","H6MD04209","https://anthonybrown.house.gov",,,false,"D+28",-0.335,,"4","2020",954,10,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:md/cd:4","1323 Longworth House Office Building","202-225-8699",,"MD","4",false,"2404",1.05,98.51,1.38
"B001285","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001285.json","Julia",,"Brownley",,"1952-08-28","F","D",,"RepBrownley","RepJuliaBrownley","RepJuliaBrownley","412516","79783","59904","21308","N00034254","/m/027z42z","H2CA00120","https://juliabrownley.house.gov","https://juliabrownley.house.gov/category/press-releases/feed/",,false,"D+7",-0.286,,"8","2020",954,16,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:ca/cd:26","2262 Rayburn House Office Building","202-225-5811",,"CA","26",false,"0626",1.68,98.5,1.39
"B001260","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001260.json","Vern",,"Buchanan",,"1951-05-08","M","R",,"VernBuchanan","CongressmanBuchanan","vernbuchanan","412196","1021626","66247","20709","N00027626","/m/0gtjsp","H6FL13148","https://buchanan.house.gov","https://buchanan.house.gov/rss.xml",,false,"R+7",0.358,,"14","2020",954,47,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:fl/cd:16","2427 Rayburn House Office Building","202-225-5015",,"FL","16",false,"1216",4.93,90.22,9.67
"B001297","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001297.json","Ken",,"Buck",,"1959-02-16","M","R",,"RepKenBuck","repkenbuck",,"412619","78285","125319","21510","N00030829","/m/05zzjd2","S0CO00237","https://buck.house.gov","https://buck.house.gov/rss.xml",,false,"R+13",0.752,,"6","2020",954,112,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:co/cd:4","2455 Rayburn House Office Building","202-225-4676",,"CO","4",false,"0804",11.74,88.86,11.02
"B001275","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001275.json","Larry",,"Bucshon",,"1962-05-31","M","R",,"RepLarryBucshon","RepLarryBucshon","RepLarryBucshon","412427","61837","120335","21132","N00031227","/m/0dd9k_y","H0IN08114","https://bucshon.house.gov",,,false,"R+15",0.407,,"10","2020",954,36,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:in/cd:8","2313 Rayburn House Office Building","202-225-4636",,"IN","8",false,"1808",3.77,96.15,3.74
"B001305","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001305.json","Ted",,"Budd",,"1971-10-21","M","R",,"RepTedBudd","RepTedBudd",,"412712","103513","171489","21708","N00039551","/g/11c2nmnsj0","H6NC13129","https://budd.house.gov",,,false,"R+6",0.667,,"4","2020",954,25,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:nc/cd:13","118 Cannon House Office Building","202-225-4531",,"NC","13",false,"3713",2.62,90.98,8.91
"B001309","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001309.json","Tim",,"Burchett",,"1964-08-25","M","R",,"RepTimBurchett",,,"412817",,"24379",,"N00041594","/m/03yt07","H8TN02119","https://burchett.house.gov",,,false,"R+20",,,"2","2020",954,15,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:tn/cd:2","1122 Longworth House Office Building","202-225-5435",,"TN","2",false,"4702",1.57,88.17,11.72
"B001248","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001248.json","Michael","C.","Burgess",,"1950-12-23","M","R",,"MichaelCBurgess","michaelcburgess","michaelcburgessmd","400052","1003620","50120","20355","N00025219","/m/03tq8_","H2TX26093","https://burgess.house.gov","https://burgess.house.gov/news/rss.aspx",,false,"R+18",0.575,,"18","2020",954,26,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:tx/cd:26","2161 Rayburn House Office Building","202-225-7772",,"TX","26",false,"4826",2.73,92.39,7.5
"B001286","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001286.json","Cheri",,"Bustos",,"1961-10-17","F","D",,"RepCheri","RepCheri","RepCheri","412537","63949","134964","21329","N00033390","/m/0jwwtrm","H2IL17071","https://bustos.house.gov","https://bustos.house.gov/category/press-release/feed/",,false,"D+3",-0.238,,"8","2020",954,3,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:il/cd:17","1233 Longworth House Office Building","202-225-5905",,"IL","17",false,"1717",0.31,98.52,1.37
"B001251","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001251.json","G.","K.","Butterfield",,"1947-04-27","M","D",,"GKButterfield","congressmangkbutterfield","GKBNC01","400616","1013540","41077","20340","N00027035","/m/03g_pq","H4NC01046","https://butterfield.house.gov","https://butterfield.house.gov/rss.xml",,false,"D+17",-0.404,,"18","2020",954,23,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:nc/cd:1","2080 Rayburn House Office Building","202-225-3101",,"NC","1",false,"3701",2.41,98.92,0.97
"B001289","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001289.json","Bradley",,"Byrne",,"1955-02-16","M","R","","RepByrne","RepByrne",,"412601","73486","27584","21376","N00035380","/m/09g6kty","H4AL01123","https://byrne.house.gov","https://byrne.house.gov/rss.xml",,false,"R+15",0.61,,"8","2020",954,146,0,"2020-12-31 18:30:49 -0500","ocd-division/country:us/state:al/cd:1","119 Cannon House Office Building","202-225-4931",,"AL","1",false,"0101",15.3,92.52,7.36
"C000059","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000059.json","Ken",,"Calvert",,"1953-06-08","M","R",,"KenCalvert","70063393423","RepKenCalvert","400057","26709","26777","29323","N00007099","/m/024xl1","H2CA37023","https://calvert.house.gov","https://calvert.house.gov/rss.xml",,false,"R+9",0.349,,"28","2020",954,27,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:ca/cd:42","2205 Rayburn House Office Building","202-225-1986",,"CA","42",false,"0642",2.83,93.69,6.2
"C001112","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001112.json","Salud",,"Carbajal",,"1964-11-18","M","D",,"RepCarbajal","repsaludcarbajal","repcarbajal","412686","104728","81569","21709","N00037015","/g/11c2q53dct","H6CA24303","https://carbajal.house.gov",,,false,"D+7",-0.301,,"4","2020",954,4,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:ca/cd:24","1431 Longworth House Office Building","202-225-3601",,"CA","24",false,"0624",0.42,99.47,0.42
"C001097","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001097.json","Tony",,"Cárdenas",,"1963-03-31","M","D",,"RepCardenas","repcardenas","repcardenas","412517","63934","9754","21309","N00033373","/m/0cgzsw","H2CA28113","https://cardenas.house.gov",,,false,"D+29",-0.382,,"8","2020",954,42,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:ca/cd:29","2438 Rayburn House Office Building","202-225-6131",,"CA","29",false,"0629",4.4,98.24,1.65
"C001072","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001072.json","André",,"Carson",,"1974-10-16","M","D",,"RepAndreCarson","CongressmanAndreCarson","repandrecarson","412258","1027364","84917","20757","N00029513","/m/03qcvz1","H8IN07184","https://carson.house.gov","https://carson.house.gov/rss.xml",,false,"D+11",-0.431,,"14","2020",954,7,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:in/cd:7","2135 Rayburn House Office Building","202-225-4011",,"IN","7",false,"1807",0.73,98.62,1.27
"C001051","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001051.json","John",,"Carter",,"1941-11-06","M","R",,"JudgeCarter","judgecarter","repjohncarter","400068","1004257","49296","20356","N00025095","/m/04m7rg","H2TX31044","https://carter.house.gov",,,false,"R+10",0.471,,"18","2020",954,112,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:tx/cd:31","2110 Rayburn House Office Building","202-225-3864",,"TX","31",false,"4831",11.74,92.93,6.95
