"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"B000644","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000644.json","Robert","A.","Borski",,"1948-10-20","M","D",,,,,"400542",,,"15007",,,"","",,,false,,,,"16",1187,29,1,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:pa/cd:3",,,,"PA","3",false,"4203",2.44,87.73,12.82
"B000652","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000652.json","Leonard","L.","Boswell",,"1934-01-10","M","D",,"LeonardBoswell",,"RepLeonardBoswell","400042","45520",,"29721",,"/m/025b6f","","",,,false,,,,"2",1187,5,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:ia/cd:3",,,,"IA","3",false,"1903",0.42,82.23,18.3
"B000657","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000657.json","Rick",,"Boucher",,"1946-08-01","M","D",,,,,"400043","6736",,"15009",,"/m/01_k5m","","",,,false,,,,"16",1187,81,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:va/cd:9",,,,"VA","9",false,"5109",6.82,89.38,11.09
"B000716","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000716.json","Allen",,"Boyd",,"1945-06-06","M","D",,,,,"400044","46164",,"29713",,,"","",,,false,,,,"2",1187,7,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:fl/cd:2",,,,"FL","2",false,"1202",0.59,82.39,18.14
"B001227","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001227.json","Robert","A.","Brady",,"1945-04-07","M","D",,"RepBrady","RepRobertBrady","BradyPA01","400047","55227","2519","29777","N00001619","/m/03tq5z","","https://brady.house.gov",,,false,,,,"2",372,16,1,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:pa/cd:1",,,,"PA","1",false,"4201",4.3,92.11,8.48
"B000755","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000755.json","Kevin",,"Brady",,"1955-04-11","M","R",,"RepKevinBrady","kevinbrady","KBrady8","400046","45749","361","29760","N00005883","/m/03tq00","","https://kevinbrady.house.gov",,,false,,,,"2",1187,34,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:tx/cd:8",,,,"TX","8",false,"4808",2.86,94.13,6.23
"B000911","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000911.json","Corrine",,"Brown",,"1946-11-11","F","D",,"RepCorrineBrown","congresswomanbrown","CongresswomanBrown","400048","26192",,"29328",,"/m/0251xd","","https://corrinebrown.house.gov","https://corrinebrown.house.gov/rss.xml",,false,,,,"6",1187,76,1,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:fl/cd:3",,,,"FL","3",false,"1203",6.4,91.82,8.74
"B000918","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000918.json","George","E.","Brown",,"1920-03-06","M","D",,,,,"400572",,,"10573",,,"","",,,false,,,,"34",1187,67,1,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:ca/cd:42",,,,"CA","42",false,"0642",5.64,88.21,12.16
"B000944","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000944.json","Sherrod",,"Brown",,"1952-11-09","M","D",,"SenSherrodBrown","SenatorSherrodBrown","SherrodBrownOhio","400050","5051","27018","29389","N00003535","/m/034s80","","https://www.brown.senate.gov",,,false,,,,"6",1187,34,2,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:oh/cd:13",,,,"OH","13",false,"3913",2.86,91.13,9.41
"B000996","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000996.json","Ed",,"Bryant",,"1948-09-07",,"R",,,,,"400549",,,"29569",,,"","",,,false,,,,"4",1187,16,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:tn/cd:7",,,,"TN","7",false,"4707",1.35,94.73,5.79
"B001066","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001066.json","Jim",,"Bunning",,"1931-10-23","M","R",,,,"SenJimBunning","300014","1457",,"15405",,"/m/0lbm2","","",,,false,,,,"12",1187,17,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:ky/cd:4",,,,"KY","4",false,"2104",1.43,96.13,4.39
"B001135","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001135.json","Richard","M.","Burr",,"1955-11-30","M","R",,"SenatorBurr","SenatorRichardBurr","SenatorRichardBurr","400054","31054","21787","29548","N00002221","/m/03g_s9","","https://www.burr.senate.gov",,,false,,,,"4",1187,44,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:nc/cd:5",,,,"NC","5",false,"3705",3.71,92.83,7.62
"B001149","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001149.json","Dan",,"Burton",,"1938-06-21","M","R",,"RepDanBurton",,"CongressmanDanBurton","400055",,,"15013",,"/m/022r4p","","",,,false,,,,"16",1187,62,1,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:in/cd:6",,,,"IN","6",false,"1806",5.22,93.78,6.67
"B001203","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001203.json","Steve",,"Buyer",,"1958-11-26","M","R",,,,"sbuyer","400056","26475",,"29350",,"/m/02578l","","",,,false,,,,"6",1187,83,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:in/cd:5",,,,"IN","5",false,"1805",6.99,94.86,5.7
"C000052","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000052.json","Sonny",,"Callahan",,"1932-09-11",,"R",,,,,"400500",,,"15207",,,"","",,,false,,,,"14",1187,52,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:al/cd:1",,,,"AL","1",false,"0101",4.38,94.76,5.7
"C000059","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000059.json","Ken",,"Calvert",,"1953-06-08","M","R",,"KenCalvert","70063393423","RepKenCalvert","400057","26709","26777","29323","N00007099","/m/024xl1","","https://calvert.house.gov","https://calvert.house.gov/rss.xml",,false,,,,"6",1187,15,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:ca/cd:43",,,,"CA","43",false,"0643",1.26,96.58,3.95
"C000071","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000071.json","Dave",,"Camp",,"1953-07-09","M","R",,"RepDaveCamp","repdavecamp","DaveCampYT","400058","23039",,"29124",,"/m/03l8yr","","http://camp.house.gov",,,false,,,,"8",1187,7,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:mi/cd:4",,,,"MI","4",false,"2604",0.59,94.32,6.2
"C000100","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000100.json","Tom",,"Campbell",,"1952-08-14","M","R",,,,,"400573",,,"15601",,,"","",,,false,,,,"8",1187,2,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:ca/cd:15",,,,"CA","15",false,"0615",0.17,75.91,24.61
"C000107","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000107.json","Charles","T.","Canady",,"1954-06-22","M","R",,,,,"400574",,,"29332",,,"","",,,false,,,,"6",1187,10,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:fl/cd:12",,,,"FL","12",false,"1212",0.84,95.71,4.81
"C000116","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000116.json","Christopher","B.","Cannon",,"1950-10-20","M","R",,,,,"400059",,,"29766",,,"","",,,false,,,,"2",1187,78,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:ut/cd:3",,,,"UT","3",false,"4903",6.57,92.13,8.43
"C000134","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000134.json","Walter",,"Capps",,"1934-05-05","M","D",,,,,"402284",,,"29706",,,"","",,,false,,,,"2",1028,18,2,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:ca/cd:22",,,,"CA","22",false,"0622",1.75,94.22,6.3
"C001036","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001036.json","Lois",,"Capps",,"1938-01-10","F","D",,"RepLoisCapps","loiscapps","reploiscapps","400062","54075",,"29774",,"/m/024tfg","","http://capps.house.gov",,,false,,,,"2",0,0,0,"2016-06-14 16:27:38 -0400","ocd-division/country:us/state:ca/cd:22",,,,"CA","22",false,"0622",0,0,
"C000141","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000141.json","Benjamin","L.","Cardin",,"1943-10-05","M","D",,"SenatorCardin","senatorbencardin","senatorcardin","400064","4004","26888","15408","N00001955","/m/025k3k","","https://www.cardin.senate.gov",,,false,,,,"12",1187,31,7,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:md/cd:3",,,,"MD","3",false,"2403",2.61,90.51,10.04
"C000191","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000191.json","Julia","M.","Carson",,"1938-07-08","F","D",,,,,"400067",,,"29720",,,"","",,,false,,,,"2",1180,110,5,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:in/cd:10",,,,"IN","10",false,"1810",9.32,90.18,10.21
"C000243","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000243.json","Michael","N.","Castle",,"1939-07-02","M","R",,"repmikecastle",,"mncastle","400070","70",,"29327",,,"","",,,false,,,,"6",1187,8,1,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:de/cd:1",,,,"DE","At-Large",true,"1000",0.67,80.52,20
"C000266","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000266.json","Steven","J.","Chabot",,"1953-01-22","M","R",,"RepSteveChabot","RepSteveChabot","congressmanchabot","400071","36705","21790","29550","N00003689","/m/0343vk","","https://chabot.house.gov",,,false,,,,"4",1187,5,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:oh/cd:1",,,,"OH","1",false,"3901",0.42,88.49,12.03
"C000286","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000286.json","Saxby",,"Chambliss",,"1943-11-10","M","R",,"SaxbyChambliss","SaxbyChambliss","SenatorChambliss","300021","36571",,"29512",,"/m/01xcms","","http://www.chambliss.senate.gov",,,false,,,,"4",1187,22,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:ga/cd:8",,,,"GA","8",false,"1308",1.85,95.95,4.49
"C000345","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000345.json","Helen",,"Chenoweth-Hage",,"1938-01-27","F","R",,,,,"400575",,,"29514",,,"","",,,false,,,,"4",1187,39,1,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:id/cd:1",,,,"ID","1",false,"1601",3.29,87.96,12.58
"C000377","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000377.json","Jon",,"Christensen",,"1963-02-20","M","R",,,,,"402516",,,"29536",,,"","",,,false,,,,"4",1187,60,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:ne/cd:2",,,,"NE","2",false,"3102",5.05,92.98,7.38
"C000380","Delegate","Del.","https://api.propublica.org/congress/v1/members/C000380.json","Donna","M.C.","Christensen",,"1945-09-19","F","D",,"DelegateDonna","138013351189","delegatedonna","400073","48879",,"70501",,,"","http://donnachristensen.house.gov",,,false,,,,"2",0,0,0,"2016-05-03 15:22:15 -0400","ocd-division/country:us/state:vi/cd:79",,,,"VI","At-Large",true,"7898",0,0,
"C000488","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000488.json","William",,"Clay",,"1931-04-30","M","D",,,,,"402626",,,"12009",,,"","",,,false,,,,"30",1187,133,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:mo/cd:1",,,,"MO","1",false,"2901",11.2,89,11.6
"C000494","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000494.json","Eva",,"Clayton",,"1934-09-16","F","D",,,,,"400532",,,"29382",,,"","",,,false,,,,"8",1187,66,2,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:nc/cd:1",,,,"NC","1",false,"3701",5.56,92.93,7.53
"C000503","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000503.json","Bob",,"Clement",,"1943-09-23","M","D",,,,,"400548",,,"15449",,,"","",,,false,,,,"12",1187,31,1,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:tn/cd:5",,,,"TN","5",false,"4705",2.61,85.52,15.02
"C000537","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000537.json","James","E.","Clyburn",,"1940-07-21","M","D",,"WhipClyburn","jameseclyburn","repjamesclyburn","400075","21607","27066","39301","N00002408","/m/03c469","","https://clyburn.house.gov","https://clyburn.house.gov/rss.xml",,false,,,,"6",1187,28,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:sc/cd:6",,,,"SC","6",false,"4506",2.36,88.91,11.63
"C000556","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000556.json","Howard",,"Coble",,"1931-03-18","M","R",,"HowardCoble","HowardCoble6",,"400076","6961",,"15092",,"/m/0263k5","","http://coble.house.gov",,,false,,,,"14",1187,32,0,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:nc/cd:6",,,,"NC","6",false,"3706",2.7,91.9,8.64
"C000560","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000560.json","Tom",,"Coburn",,"1948-03-14","M","R",,"TomCoburn",,"SenatorCoburn","400576","36751",,"29555",,"/m/03wnjr","","http://www.coburn.senate.gov",,,false,,,,"4",1187,59,10,"2019-10-08 02:28:37 -0400","ocd-division/country:us/state:ok/cd:2",,,,"OK","2",false,"4002",4.97,87.87,12.68
