"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"B001234","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001234.json","Joe",,"Baca",,"1947-01-23","M","D",,,,,"400009","81682",,"29942",,"/m/024xk0","","",,,false,,-0.349,,"14","2012",1607,118,1,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ca/cd:43",,,,"CA","43",false,"0643",7.34,92.31,7.62
"B001256","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001256.json","Michele",,"Bachmann",,"1956-04-06","F","R",,"MicheleBachmann","RepMicheleBachmann","RepMicheleBachmann","412216","1021492",,"20728",,"/m/06jm4y","","http://bachmann.house.gov",,,false,,0.584,,"6","2012",1607,383,1,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:mn/cd:6",,,,"MN","6",false,"2706",23.83,92.33,7.58
"B000013","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000013.json","Spencer",,"Bachus",,"1947-12-28","M","R",,"BachusAL06","SpencerBachus","congressmanbachus","400010","26397",,"29301",,"/m/024p0v","","http://bachus.house.gov",,,false,,0.387,,"20","2012",1607,58,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:al/cd:6",,,,"AL","6",false,"0106",3.61,94.08,5.86
"B001230","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001230.json","Tammy",,"Baldwin",,"1962-02-11","F","D",,"SenatorBaldwin","senatortammybaldwin","witammybaldwin","400013","57884","3470","29940","N00004367","/m/024v02","","https://www.baldwin.senate.gov","https://www.baldwin.senate.gov/rss/feeds/?type=all",,false,,-0.528,,"14","2012",1607,49,1,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:wi/cd:2",,,,"WI","2",false,"5502",3.05,93.42,6.52
"B001279","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001279.json","Ron",,"Barber",,"1945-08-25","M","D",,"RepRonBarber","RepRonBarber","RepRonBarber","412502","31093",,"21199",,"/m/0k0qntf","","http://barber.house.gov",,,false,,-0.123,,"2",,278,7,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:az/cd:8",,,,"AZ","8",false,"0408",2.52,91.32,8.68
"B001269","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001269.json","Lou",,"Barletta",,"1956-01-28","M","R",,"RepLouBarletta","CongressmanLouBarletta","reploubarletta","412469","29618","47143","21171","N00025495","/m/03wcvjl","","https://barletta.house.gov",,,false,,0.277,,"2",,1607,24,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:pa/cd:11",,,,"PA","11",false,"4211",1.49,92.04,7.89
"B001252","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001252.json","John",,"Barrow",,"1955-10-31","M","D",,"RepJohnBarrow","CongressmanJohnBarrow","RepJohnBarrow","400628","1012025",,"20507",,"/m/056gyc","","http://barrow.house.gov",,,false,,-0.119,,"8","2012",1607,3,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ga/cd:12",,,,"GA","12",false,"1312",0.19,67.78,32.15
"B000208","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000208.json","Roscoe","G.","Bartlett",,"1926-06-03","M","R",,,,"RepRoscoeBartlett","400017","27026",,"29356",,"/m/025k82","","",,,false,,0.493,,"20","2012",1607,47,1,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:md/cd:6",,,,"MD","6",false,"2406",2.92,89.86,10.08
"B000213","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000213.json","Joe","L.","Barton",,"1949-09-15","M","R",,"RepJoeBarton","RepJoeBarton","repjoebarton","400018","5248","27082","15085","N00005656","/m/03rspq","","https://joebarton.house.gov",,,false,,0.528,,"28","2012",1607,63,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:tx/cd:6",,,,"TX","6",false,"4806",3.92,92.36,7.57
"B000220","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000220.json","Charles","F.","Bass",,"1952-01-08","M","R",,"RepCharlesBass",,,"400019","37079",,"29538",,"/m/02vypx","","",,,false,,0.331,,"2",,1607,40,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:nh/cd:2",,,,"NH","2",false,"3302",2.49,83.79,16.14
"B001270","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001270.json","Karen",,"Bass",,"1953-10-03","F","D",,"RepKarenBass","RepKarenBass","RepKarenBass","412404","62502","28963","21110","N00031877","/m/027g9m6","","https://bass.house.gov","https://bass.house.gov/rss.xml",,false,,-0.585,,"2",,1607,123,1,"2021-03-02 02:35:24 -0500","ocd-division/country:us/state:ca/cd:33",,,,"CA","33",false,"0633",7.65,94.6,5.33
"B000287","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000287.json","Xavier",,"Becerra",,"1958-01-26","M","D",,"RepBecerra","XavierBecerra","XavierBecerra","400021","26567",,"29316",,"/m/024trk","","http://becerra.house.gov","https://becerra.house.gov/rss/press-releases.xml",,false,,-0.512,,"20","2012",1607,59,1,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ca/cd:31",,,,"CA","31",false,"0631",3.67,95.35,4.59
"B001271","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001271.json","Dan",,"Benishek",,"1952-04-20","M","R",,"CongressmanDan","CongressmanDan",,"412436","61860",,"21141",,"/m/0bmf7qt","","http://benishek.house.gov",,,false,,0.491,,"2",,1607,13,1,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:mi/cd:1",,,,"MI","1",false,"2601",0.81,90.27,9.67
"B001272","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001272.json","Rick",,"Berg",,"1959-08-16","M","R",,"RepRickBerg",,,"412458",,,"21160",,"/m/02r77g9","","",,,false,,0.328,,"2",,1607,38,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:nd/cd:1",,,,"ND","At-Large",true,"3800",2.36,93.71,6.23
"B001231","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001231.json","Shelley",,"Berkley",,"1951-01-20","F","D",,"repberkley",,"ShelleyBerkley","400024",,,"29922",,"/m/025h7j","","",,,false,,-0.302,,"14","2012",1607,31,1,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:nv/cd:1",,,,"NV","1",false,"3201",1.93,90.86,9.07
"B000410","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000410.json","Howard","L.","Berman",,"1941-04-15","M","D",,"RepHowardBerman",,"RepHowardBerman","400025","1592",,"15004",,,"","",,,false,,,,"30","2012",1607,101,1,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ca/cd:28",,,,"CA","28",false,"0628",6.29,95.42,4.51
"B001232","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001232.json","Judy",,"Biggert",,"1937-08-15","F","R",,"JudyBiggert",,"JudyBiggert","400027","57890",,"29912",,"/m/0256wq","","",,,false,,0.323,,"14","2012",1607,13,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:il/cd:13",,,,"IL","13",false,"1713",0.81,89.25,10.68
"B000461","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000461.json","Brian","P.","Bilbray",,"1951-01-28","M","R",,"BilbrayCA50",,,"400570","36554",,"29508",,,"","",,,false,,0.392,,"8","2012",1607,63,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ca/cd:50",,,,"CA","50",false,"0650",3.92,90.15,9.78
"B001257","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001257.json","Gus",,"Bilirakis",,"1963-02-08","M","R",,"RepGusBilirakis","GusBilirakis","RepGusBilirakis","412250","1022873","17318","20758","N00027462","/m/0dy3z1","","https://bilirakis.house.gov","https://bilirakis.house.gov/rss.xml",,false,,0.405,,"8","2012",1607,52,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:fl/cd:9",,,,"FL","9",false,"1209",3.24,95.27,4.66
"B001242","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001242.json","Timothy","H.","Bishop",,"1950-06-01","M","D",,"TimBishopNY","RepTimBishop","timbishop01","400031","1003587",,"20338",,,"","http://timbishop.house.gov",,,false,,-0.338,,"10","2012",1607,63,1,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ny/cd:1",,,,"NY","1",false,"3601",3.92,93.29,6.64
"B001250","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001250.json","Rob",,"Bishop",,"1951-07-13","M","R",,"RepRobBishop","RepRobBishop","CongressmanBishop","400029","1003621","50544","20357","N00025292","/m/02tn41","","https://robbishop.house.gov","https://robbishop.house.gov/rss.xml",,false,,0.531,,"10","2012",1607,71,3,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ut/cd:1",,,,"UT","1",false,"4901",4.42,92.73,7.2
"B000490","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000490.json","Sanford","D.","Bishop","Jr.","1947-02-04","M","D",,"SanfordBishop","sanfordbishop","RepSanfordBishop","400030","26194","26817","29339","N00002674","/m/02554k","","https://bishop.house.gov","https://bishop.house.gov/rss.xml",,false,,-0.282,,"20","2012",1607,66,2,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:ga/cd:2",,,,"GA","2",false,"1302",4.11,81.71,18.22
"B001273","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001273.json","Diane",,"Black",,"1951-01-16","F","R",,"RepDianeBlack","DianeBlackTN06","RepDianeBlack","412478","9268964","25292","21180","N00031539","/m/0cyvxl","","https://black.house.gov",,,false,,0.58,,"2",,1607,40,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:tn/cd:6",,,,"TN","6",false,"4706",2.49,95.82,4.12
"B001243","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001243.json","Marsha",,"Blackburn",,"1952-06-06","F","R",,"MarshaBlackburn","marshablackburn","RepMarshaBlackburn","400032","31226","25186","20351","N00003105","/m/01fnkt","","https://www.blackburn.senate.gov",,,false,,0.615,,"10","2012",1607,16,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:tn/cd:7",,,,"TN","7",false,"4707",1,94.24,5.7
"B000574","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000574.json","Earl",,"Blumenauer",,"1948-08-16","M","D",,"BlumenauerMedia",,"RepBlumenauer","400033","43809","367","29588","N00007727","/m/033tw8","","https://blumenauer.house.gov","https://blumenauer.house.gov/rss.xml",,false,,-0.428,,"18","2012",1607,99,2,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:or/cd:3",,,,"OR","3",false,"4103",6.16,93.26,6.67
"B000589","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000589.json","John","A.","Boehner",,"1949-11-17","M","R",,"SpeakerBoehner","SpeakerJohnBoehner","johnboehner","400036","16740",,"15806",,"/m/039rwf","","http://boehner.house.gov",,,false,,,,"22","2012",1605,1594,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:oh/cd:8",,,,"OH","8",false,"3908",99.31,88.89,11.11
"B001278","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001278.json","Suzanne",,"Bonamici",,"1954-10-14","F","D",,"RepBonamici","congresswomanbonamici","RepSuzanneBonamici","412501","63966","59641","21198","N00033474","/m/02q453x","","https://bonamici.house.gov","https://bonamici.house.gov/rss.xml",,false,,-0.394,,"2",,619,0,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:or/cd:1",,,,"OR","1",false,"4101",0,96.89,3.11
"B001244","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001244.json","Jo",,"Bonner",,"1959-11-19","M","R",,"repjobonner","jobonner","JoBonner","400038","1003546",,"20300",,,"","http://bonner.house.gov/",,,false,,0.367,,"10","2012",1607,58,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:al/cd:1",,,,"AL","1",false,"0101",3.61,94.08,5.85
"B001228","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001228.json","Mary",,"Bono Mack",,"1961-10-24","F","R",,"Rep_BonoMack",,,"400039",,,"29775",,"/m/024xmf","","",,,false,,0.353,,"16","2012",1607,80,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ca/cd:45",,,,"CA","45",false,"0645",4.98,93.47,6.46
"B001245","Delegate","Del.","https://api.propublica.org/congress/v1/members/B001245.json","Madeleine","Z.","Bordallo",,"1933-05-31","F","D",,,"madeleine.bordallo",,"400041","1003568","1751",,"N00024866","/m/01s_xp","","https://bordallo.house.gov",,,false,,,,"10","2012",0,0,0,"2018-03-07 08:14:18 -0500","ocd-division/country:us/state:gu/cd:79",,,,"GU","At-Large",true,"6698",0,0,
"B001254","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001254.json","Dan",,"Boren",,"1973-08-02","M","D",,,,,"400645","1013053",,"20523",,"/m/04bbc1","","",,,false,,-0.112,,"8","2012",1607,81,1,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ok/cd:2",,,,"OK","2",false,"4002",5.04,51.3,48.64
"B000652","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000652.json","Leonard","L.","Boswell",,"1934-01-10","M","D",,"LeonardBoswell",,"RepLeonardBoswell","400042","45520",,"29721",,"/m/025b6f","","",,,false,,-0.238,,"16","2012",1607,17,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ia/cd:3",,,,"IA","3",false,"1903",1.06,83.33,16.6
"B001255","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001255.json","Charles",,"Boustany","Jr.","1956-02-21","M","R",,"RepBoustany","RepBoustany","boustanyla07","400636","1013047",,"20514",,"/m/04wdx3","","http://boustany.house.gov",,,false,,0.392,,"8","2012",1607,37,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:la/cd:7",,,,"LA","7",false,"2207",2.3,95.7,4.24
"B000755","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000755.json","Kevin",,"Brady",,"1955-04-11","M","R",,"RepKevinBrady","kevinbrady","KBrady8","400046","45749","361","29760","N00005883","/m/03tq00","","https://kevinbrady.house.gov",,,false,,0.518,,"16","2012",1607,55,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:tx/cd:8",,,,"TX","8",false,"4808",3.42,94.03,5.91
"B001227","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001227.json","Robert","A.","Brady",,"1945-04-07","M","D",,"RepBrady","RepRobertBrady","BradyPA01","400047","55227","2519","29777","N00001619","/m/03tq5z","","https://brady.house.gov",,,false,,-0.484,,"16","2012",1607,22,1,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:pa/cd:1",,,,"PA","1",false,"4201",1.37,94.31,5.63
"B001259","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001259.json","Bruce",,"Braley",,"1957-10-30","M","D",,"BruceBraley","repbrucebraley","repbrucebraley","412208","1020421",,"20719",,"/m/07r9r0","","http://braley.house.gov",,,false,,-0.31,,"6","2012",1607,87,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ia/cd:1",,,,"IA","1",false,"1901",5.41,93.32,6.61
"B001274","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001274.json","Mo",,"Brooks",,"1954-04-29","M","R",,"RepMoBrooks","RepMoBrooks","RepMoBrooks","412395","94888","121610","21193","N00030910","/m/0c3xdjf","","https://brooks.house.gov","https://brooks.house.gov/rss.xml",,false,,0.604,,"2",,1607,12,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:al/cd:5",,,,"AL","5",false,"0105",0.75,93.56,6.38
"B001262","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001262.json","Paul",,"Broun",,"1946-12-07","M","R",,"RepPaulBrounMD","RepPaulBroun","RepPaulBroun","412252","1025092",,"20753",,"/m/02vzlfc","","http://broun.house.gov",,,false,,0.913,,"6","2012",1607,75,2,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ga/cd:10",,,,"GA","10",false,"1310",4.67,88.11,11.83
"B000911","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000911.json","Corrine",,"Brown",,"1946-11-11","F","D",,"RepCorrineBrown","congresswomanbrown","CongresswomanBrown","400048","26192",,"29328",,"/m/0251xd","","https://corrinebrown.house.gov","https://corrinebrown.house.gov/rss.xml",,false,,-0.429,,"20","2012",1607,82,2,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:fl/cd:3",,,,"FL","3",false,"1203",5.1,94.21,5.72
"B001260","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001260.json","Vern",,"Buchanan",,"1951-05-08","M","R",,"VernBuchanan","CongressmanBuchanan","vernbuchanan","412196","1021626","66247","20709","N00027626","/m/0gtjsp","","https://buchanan.house.gov","https://buchanan.house.gov/rss.xml",,false,,0.36,,"6","2012",1607,34,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:fl/cd:13",,,,"FL","13",false,"1213",2.12,94.43,5.51
"B001275","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001275.json","Larry",,"Bucshon",,"1962-05-31","M","R",,"RepLarryBucshon","RepLarryBucshon","RepLarryBucshon","412427","61837","120335","21132","N00031227","/m/0dd9k_y","","https://bucshon.house.gov",,,false,,0.39,,"2",,1607,16,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:in/cd:8",,,,"IN","8",false,"1808",1,96.2,3.74
"B001276","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001276.json","Ann Marie",,"Buerkle",,"1951-05-08","F","R",,"RepBuerkle",,,"412456",,,"21158",,"/m/0fpjgz7","","",,,false,,0.579,,"2",,1607,36,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ny/cd:25",,,,"NY","25",false,"3625",2.24,95.51,4.43
"B001248","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001248.json","Michael","C.","Burgess",,"1950-12-23","M","R",,"MichaelCBurgess","michaelcburgess","michaelcburgessmd","400052","1003620","50120","20355","N00025219","/m/03tq8_","","https://burgess.house.gov","https://burgess.house.gov/news/rss.aspx",,false,,0.57,,"10","2012",1607,26,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:tx/cd:26",,,,"TX","26",false,"4826",1.62,89.17,10.77
"B001149","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001149.json","Dan",,"Burton",,"1938-06-21","M","R",,"RepDanBurton",,"CongressmanDanBurton","400055",,,"15013",,"/m/022r4p","","",,,false,,,,"30","2012",1607,162,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:in/cd:5",,,,"IN","5",false,"1805",10.08,93.73,6.2
"B001251","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001251.json","G.","K.","Butterfield",,"1947-04-27","M","D",,"GKButterfield","congressmangkbutterfield","GKBNC01","400616","1013540","41077","20340","N00027035","/m/03g_pq","","https://butterfield.house.gov","https://butterfield.house.gov/rss.xml",,false,,-0.402,,"10","2012",1607,118,1,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:nc/cd:1",,,,"NC","1",false,"3701",7.34,93.32,6.61
"C000059","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000059.json","Ken",,"Calvert",,"1953-06-08","M","R",,"KenCalvert","70063393423","RepKenCalvert","400057","26709","26777","29323","N00007099","/m/024xl1","","https://calvert.house.gov","https://calvert.house.gov/rss.xml",,false,,0.348,,"20","2012",1607,23,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:ca/cd:44",,,,"CA","44",false,"0644",1.43,94.21,5.72
"C000071","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000071.json","Dave",,"Camp",,"1953-07-09","M","R",,"RepDaveCamp","repdavecamp","DaveCampYT","400058","23039",,"29124",,"/m/03l8yr","","http://camp.house.gov",,,false,,0.385,,"22","2012",1607,15,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:mi/cd:4",,,,"MI","4",false,"2604",0.93,94.05,5.89
"C001064","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001064.json","John",,"Campbell",,"1955-07-19","M","R",,"RepJohnCampbell","JohnCampbell","RepJohnCampbellCA48","412011","1019004",,"20539",,"/m/05tpk9","","http://www.campbell.house.gov",,,false,,0.748,,"8","2012",1607,137,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ca/cd:48",,,,"CA","48",false,"0648",8.53,86.93,13
"C001082","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001082.json","Francisco",,"Canseco",,"1949-07-30","M","R",,"RepCanseco",,,"412481",,,"21183",,,"","",,,false,,0.571,,"2",,1607,26,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:tx/cd:23",,,,"TX","23",false,"4823",1.62,96.05,3.89
"C001046","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001046.json","Eric",,"Cantor",,"1963-06-06","M","R",,,,"EricCantor","400060","87402",,"20144",,"/m/027z_f","","http://cantor.house.gov/",,,false,,0.518,,"12","2012",1607,127,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:va/cd:7",,,,"VA","7",false,"5107",7.9,95.98,3.95
"C001047","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001047.json","Shelley","Moore","Capito",,"1953-11-26","F","R",,"SenCapito","senshelley",,"400061","83737","11701","20146","N00009771","/m/024pwq","","https://www.capito.senate.gov",,,false,,0.26,,"12","2012",1607,10,0,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:wv/cd:2",,,,"WV","2",false,"5402",0.62,92.12,7.82
"C001036","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001036.json","Lois",,"Capps",,"1938-01-10","F","D",,"RepLoisCapps","loiscapps","reploiscapps","400062","54075",,"29774",,"/m/024tfg","","http://capps.house.gov",,,false,,-0.389,,"16","2012",1607,22,1,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ca/cd:23",,,,"CA","23",false,"0623",1.37,97.05,2.88
"C001037","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001037.json","Michael","E.","Capuano",,"1952-01-09","M","D",,"RepMikeCapuano","RepMichaelCapuano","RepMikeCapuano","400063","56760","18883","29919","N00000267","/m/028vsm","H8MA08071","http://capuano.house.gov",,,false,,-0.579,,"14","2012",1607,40,1,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ma/cd:8",,,,"MA","8",false,"2508",2.49,93.01,6.92
"C001050","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001050.json","Dennis",,"Cardoza",,"1959-03-31","M","D",,"RepCardoza",,,"400065","87444",,"20306",,,"","",,,false,,-0.262,,"10","2012",1504,291,2,"2019-10-07 10:38:31 -0400","ocd-division/country:us/state:ca/cd:18",,,,"CA","18",false,"0618",19.35,72.08,27.83
